"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
0.0259016422767216,0.955773697227777,0.125,0.06,1,"Apex1"
0.0259587126318374,-0.587027805424489,0.125,0.21,1,"Aco2"
0.0262401557419286,-0.89148042683759,0.045,0.105,1,"Usp33"
0.026422961864929,-0.902831263230168,0.125,0.205,1,"Smim10l1"
0.0265113565471466,-0.689056903653523,0.27,0.36,1,"0610012G03Rik"
0.0270033273793423,-0.623266347100464,0.065,0.135,1,"Ppp1r9a"
0.0274917654050645,-0.63998672540253,0.195,0.285,1,"Mia3"
0.0275255356003824,0.981720728986186,0.13,0.065,1,"Kcnj10"
0.0275552239462296,-0.623840609094712,0.29,0.38,1,"Pgls"
0.0275774093115971,-0.383073179951334,0.4,0.51,1,"Tle5"
0.0275932144770352,-0.407093399389445,0.085,0.16,1,"Heca"
0.0276249713732236,0.263443397830674,0.775,0.69,1,"Nfkbia"
0.0277310512567662,0.793139319027113,0.275,0.185,1,"Wac"
0.0278815854129003,-0.388947573499233,0.29,0.405,1,"Ube2l3"
0.0279772980097295,-0.683557506872737,0.12,0.2,1,"Exoc5"
0.0281738173469709,0.330220482676717,0.575,0.48,1,"Mrpl52"
0.0282690024755392,0.325553115473867,0.57,0.46,1,"Srsf7"
0.0282955402214158,0.432896323037974,0.41,0.305,1,"Cebpa"
0.0283893399860626,-0.9717836688714,0.155,0.24,1,"Bcl2a1d"
0.0285836292622511,0.269839645946761,0.99,0.975,1,"Psap"
0.0286233512532466,-0.544872247694058,0.285,0.385,1,"Omp"
0.0286488772593218,0.538793266866718,0.32,0.225,1,"Stk4"
0.0287369328730749,-0.826962992993672,0.115,0.195,1,"Yipf1"
0.0288150759126071,0.380398728457665,0.235,0.145,1,"Ciita"
0.0288706667222336,0.36643337334201,0.615,0.555,1,"Sec62"
0.0290305180371729,-0.53702077950059,0.33,0.44,1,"Aldh2"
0.0290305626584166,0.42953798263863,0.52,0.42,1,"Pak2"
0.0291393613440078,0.482057380065713,0.145,0.075,1,"Apobr"
0.0291533428026302,0.897679576707664,0.135,0.07,1,"Elmsan1"
0.0291748872197266,-0.519625493965018,0.22,0.325,1,"Bin1"
0.0293316464388494,1.02924578261718,0.15,0.08,1,"Slc29a1"
0.0295491272333598,-0.409188732307584,0.315,0.415,1,"Stoml3"
0.0295499514091779,-0.740300736889558,0.16,0.24,1,"Fam168b"
0.029557334587561,-1.16205530893581,0.05,0.11,1,"Snx12"
0.0295963576534718,-0.863170534717841,0.085,0.155,1,"Spag7"
0.0297749127617906,0.45924206326201,0.475,0.365,1,"Marcksl1"
0.0298770111628093,-0.512912161896991,0.48,0.54,1,"Atp5g1"
0.0300642317061986,0.971155285697251,0.21,0.135,1,"Far1"
0.030082602064898,-0.440115905501065,0.575,0.66,1,"Atp6v1f"
0.0301060416656644,1.20908819415192,0.13,0.065,1,"Sptlc1"
0.0303704255785603,-0.643652816847088,0.15,0.235,1,"Ciao2a"
0.0306698022023754,-1.21372252755943,0.075,0.14,1,"Lactb2"
0.0308923122578924,1.33061893031458,0.115,0.055,1,"Uvssa"
0.030967320004789,-0.664147007118572,0.195,0.29,1,"Nipa2"
0.0309830598107472,0.56933844456321,0.235,0.155,1,"Smg1"
0.0310008773073576,-0.683031586901307,0.1,0.18,1,"Msl3"
0.0310520382545735,-0.997323991033814,0.115,0.19,1,"Hist1h1c"
0.0312051426168402,1.45322732029607,0.12,0.06,1,"Tsen15"
0.0312961804414098,0.97756601723027,0.14,0.075,1,"Arl4a"
0.0314711013328777,-0.279814197721917,0.195,0.3,1,"Pnn"
0.031614083642066,0.480292010854721,0.42,0.335,1,"Ubap2l"
0.031932432076802,1.17122458819371,0.135,0.07,1,"Phc3"
0.0321229257927105,-0.890514966909797,0.05,0.11,1,"Lias"
0.0323297308760337,0.867162793108159,0.145,0.08,1,"Hipk3"
0.032570009207153,-0.3073417767607,0.905,0.94,1,"Myl6"
0.0327380831771067,-1.14983269437703,0.06,0.12,1,"Ccdc28b"
0.0333622703213007,-1.06760767137284,0.08,0.145,1,"Faim"
0.0334991985087877,-0.344560105344693,0.565,0.655,1,"Ndufb9"
0.0336767320654385,-0.264113749119296,0.595,0.695,1,"Atp5f1"
0.0336900755087747,-0.448024358989031,0.315,0.41,1,"Gng13"
0.0338351840202501,-0.666689888331902,0.145,0.23,1,"Sbf2"
0.0340720330347814,-0.878023184093041,0.045,0.1,1,"Polr3gl"
0.0340918389114433,-1.05367603100183,0.09,0.16,1,"Slc31a1"
0.0341871450215013,-0.99390085768954,0.06,0.12,1,"Hint3"
0.034246169416747,0.831093814505938,0.22,0.14,1,"Tnfrsf1b"
0.0343983992669343,1.11738396483446,0.1,0.045,1,"Rnf139"
0.0344863910191675,0.650722005240473,0.165,0.095,1,"Ufsp2"
0.0345184576302287,-0.444926583689762,0.295,0.4,1,"Cfh"
0.0346054683086991,0.429282676642956,0.41,0.305,1,"P2ry6"
0.034663806723426,-0.846915929999643,0.075,0.14,1,"Ift52"
0.0347257717566663,-0.778659392643332,0.115,0.195,1,"Lhfpl2"
0.0348779387435525,0.977035882740783,0.15,0.085,1,"9930021J03Rik"
0.0349674493712514,-0.875291520683571,0.08,0.15,1,"Dda1"
0.035159751334928,-0.655206465256987,0.065,0.13,1,"Naxd"
0.0352611030927204,1.2120274245951,0.105,0.05,1,"Zfp950"
0.0353658826880327,0.773630100077623,0.44,0.36,1,"Irf1"
0.035384656608643,-0.708411790550642,0.09,0.16,1,"Ptpa"
0.0353906131925081,-0.920665906275706,0.115,0.19,1,"Asap1"
0.0355745693482585,-1.00981446004182,0.095,0.165,1,"Srsf1"
0.0356591166456669,0.846655936456615,0.24,0.165,1,"Srpr"
0.0356854598775936,1.0927973934352,0.205,0.13,1,"Cd93"
0.0359153354529392,1.06438421493858,0.105,0.05,1,"Kars"
0.0361145087618086,-0.8015133271703,0.165,0.245,1,"Rreb1"
0.0362552383877512,-0.54306431917491,0.21,0.295,1,"Ap2a2"
0.0364127772254619,1.41397908012642,0.105,0.05,1,"Ro60"
0.03658555418372,0.790026018240797,0.1,0.045,1,"Plcb2"
0.0366104080143538,0.688231693643562,0.305,0.22,1,"Acsl1"
0.0367028756471267,-0.335891038433607,0.68,0.77,1,"Man2b1"
0.0367133839882421,0.724442554053357,0.14,0.075,1,"Plpbp"
0.03673090383674,0.731016951673769,0.185,0.11,1,"Flii"
0.0367476570113736,-1.1952833006324,0.05,0.105,1,"Mxi1"
0.0368009759528419,-0.697887439842629,0.135,0.215,1,"Ccpg1"
0.0369160783725512,1.23487653259158,0.105,0.05,1,"Klhl5"
0.0369286195274417,0.741744085173061,0.2,0.125,1,"Akna"
0.0370348097770957,-0.716866099405223,0.155,0.235,1,"Zfp292"
0.0374252919607067,1.02232493047924,0.105,0.05,1,"Hes1"
0.0376183769336684,0.466092814915055,0.36,0.27,1,"Ptafr"
0.0376703914358819,-0.559018907506641,0.37,0.46,1,"Ifrd1"
0.0379715655807547,-0.553353591599247,0.155,0.245,1,"Msi2"
0.0381800874278683,-0.960016782565815,0.15,0.23,1,"Dnajc13"
0.0381981111609742,-1.21576565137754,0.075,0.135,1,"Rnf146"
0.0384170993813853,-0.47632562383656,0.235,0.325,1,"Gnal"
0.0384616699781658,1.05125261109616,0.105,0.05,1,"Ankrd49"
0.0385331590568044,-0.326622933075655,0.17,0.265,1,"Blvra"
0.0386367497899984,1.14589211093305,0.105,0.05,1,"Inip"
0.0386651681131437,0.496694811170022,0.775,0.805,1,"mt-Nd4l"
0.0386833486740079,1.25544712243113,0.125,0.065,1,"Spn"
0.0388502998569387,-0.273763615514902,0.575,0.675,1,"Tpr"
0.0389494968330195,-0.413419861699131,0.455,0.56,1,"Rnase4"
0.0389580123090761,0.881064046296229,0.145,0.08,1,"Adgre5"
0.0390301741753511,1.04450264941686,0.175,0.105,1,"Ptrhd1"
0.0390778416190359,-0.705965691455916,0.12,0.195,1,"Smarcad1"
0.0391779347750284,0.770186344198679,0.2,0.125,1,"Coro1c"
0.0392932090598223,-0.919572852626693,0.07,0.13,1,"Pdlim2"
0.0394785841079525,-0.251643272561891,0.555,0.665,1,"Atp5a1"
0.0395563706185455,-0.622003420158625,0.175,0.26,1,"Slc16a6"
0.0395975722129307,-0.895203396412141,0.14,0.21,1,"Ubn2"
0.0397239042184315,0.82594117111367,0.205,0.13,1,"BC004004"
0.039758616499961,0.784922558970907,0.21,0.135,1,"Arid5a"
0.0401430291292801,-0.4718655836111,0.565,0.615,1,"Hexa"
0.0402247491550953,-0.766038912588483,0.095,0.165,1,"Atxn2"
0.0403897561484637,-1.12184454451729,0.12,0.19,1,"Tspan4"
0.0404024680324495,-0.505302385838207,0.38,0.48,1,"Ccdc12"
0.0405843956678368,-0.385189884074315,0.385,0.49,1,"Gpr34"
0.0407258806639997,0.571044491862845,0.25,0.17,1,"Phlda1"
0.0409403517597451,-0.973830957229597,0.08,0.145,1,"S100a10"
0.040954032646044,-0.575127500395581,0.285,0.385,1,"Fkbp2"
0.0409970162938624,-0.509356844136624,0.115,0.195,1,"Eps8"
0.041314787889147,1.13651862756508,0.11,0.055,1,"Bcat2"
0.0414955501228566,-1.32075649344167,0.055,0.11,1,"Pmpca"
0.0416610268323229,-0.461202998623504,0.21,0.3,1,"Tshz2"
0.0416869218721531,-0.61364382972874,0.095,0.165,1,"D5Ertd579e"
0.0420620495074185,-0.429176371613733,0.425,0.52,1,"Myo5a"
0.0420947616278861,-0.699480815583126,0.11,0.18,1,"Atg5"
0.0421086946146181,-0.842422245448768,0.16,0.24,1,"Timm23"
0.0423167414086956,0.589239586766094,0.435,0.365,1,"Tra2b"
0.0424156342835364,0.512041745043767,0.295,0.205,1,"Gna13"
0.0424587100073484,0.297685939620449,0.12,0.06,1,"Il6st"
0.0425732256777553,-1.28802550851292,0.07,0.13,1,"Mctp1"
0.0428080234527938,-1.20972531167438,0.075,0.135,1,"Plod1"
0.042875371991304,0.94687568943133,0.17,0.105,1,"Mef2d"
0.0429068341656888,0.573672343571143,0.435,0.36,1,"Tcf25"
0.0429822882653869,-0.615760633014526,0.19,0.275,1,"Specc1l"
0.0433068074110379,-1.02332446255705,0.125,0.195,1,"Ccr1"
0.0433092947421566,-0.272552754598418,0.74,0.835,1,"Hnrnpu"
0.0434793646224681,1.01545618155064,0.135,0.075,1,"Zswim8"
0.0435745462017326,-0.772375619926247,0.18,0.25,1,"Prxl2b"
0.0435802639944963,0.580250854451839,0.39,0.315,1,"Bclaf1"
0.043601281124466,1.09929659457169,0.13,0.07,1,"Plekhm2"
0.0436263507384834,-1.11775635528002,0.05,0.105,1,"Exosc4"
0.0437035358594118,-0.522246119722036,0.245,0.34,1,"Atp6v0d1"
0.043734284292631,0.683173302775997,0.225,0.145,1,"Naa50"
0.0439036605114332,-0.499250209571132,0.18,0.265,1,"Fkbp3"
0.0446114155677731,1.01950659532347,0.16,0.095,1,"Nfatc2"
0.0447521464103153,0.642102718528307,0.21,0.135,1,"Nrbp1"
0.0448211127820131,-0.8571983448253,0.065,0.125,1,"B3galnt1"
0.044859699882116,-0.652834198171832,0.1,0.17,1,"Acot13"
0.0450413831024893,0.42153106199282,0.87,0.835,1,"Dusp1"
0.0450625963273893,-0.68075790678665,0.095,0.165,1,"Tm2d1"
0.045075281023538,-1.19066228404497,0.06,0.115,1,"Pitpnb"
0.0452685695954655,-0.324086746310284,0.21,0.305,1,"Zc3h15"
0.0452995854495173,-0.414353765280763,0.37,0.455,1,"Ppp1r14b"
0.0453624191276976,0.49496165826217,0.215,0.14,1,"Pip5k1c"
0.0453823743218089,-0.300884561977168,0.32,0.41,1,"Map1b"
0.0454599107961133,-0.259594937547967,0.68,0.755,1,"Sumo2"
0.0455447586249127,-0.513546392643601,0.325,0.405,1,"Tmem234"
0.0455812188038922,-0.818023375895969,0.18,0.26,1,"Plin2"
0.0456344561897,-0.772118455223124,0.195,0.27,1,"Tomm5"
0.0457059980962519,-0.806945995832096,0.19,0.265,1,"Rin2"
0.0457538085785088,-0.614860695852054,0.17,0.255,1,"Ap3d1"
0.0458104513914391,-1.16774307897093,0.11,0.175,1,"Rab4b"
0.0458433593731681,0.74150868224457,0.22,0.15,1,"Rnaset2b"
0.0458833594823532,-1.12946671525898,0.09,0.155,1,"Gm5086"
0.0459008242186202,0.820006253689507,0.13,0.07,1,"Spr"
0.0459954032550195,-0.63576560622823,0.13,0.205,1,"Ddb1"
0.0460904740774965,-0.312685300686527,0.18,0.275,1,"Smap1"
0.0461806176636219,0.504063823820265,0.18,0.11,1,"Sertad2"
0.0462622723196057,0.595914176521631,0.15,0.085,1,"Agfg1"
0.0463545209778706,-1.02993907089225,0.07,0.13,1,"Wasl"
0.0464435720165827,0.582367573746838,0.455,0.385,1,"Id2"
0.046444157624732,0.812262571735233,0.165,0.1,1,"Ppp6r3"
0.0467593867272516,0.521757589828079,0.3,0.22,1,"Ranbp2"
0.0468323374199601,-0.823927103018507,0.05,0.105,1,"Mrps31"
0.0468355361372305,-1.15023221743524,0.055,0.11,1,"Dapk3"
0.0470364787975195,-1.09806739463668,0.055,0.11,1,"Pam16"
0.0470433012107084,-0.807079810491331,0.095,0.16,1,"Vps18"
0.0470651309597225,-0.360397798635261,0.22,0.32,1,"Filip1l"
0.0472388624433078,-0.368254737006728,0.355,0.46,1,"Mpc1"
0.0473150952770363,-0.783929573374259,0.14,0.21,1,"Hebp1"
0.0473923104333691,-0.314136565758753,0.38,0.47,1,"Cyb5a"
0.0477880687705011,-0.496215915218443,0.185,0.27,1,"Ncoa3"
0.047893834662315,-1.87959296767535,0.05,0.1,1,"Psmd10"
0.0484703799998381,-0.279578934877969,0.7,0.77,1,"Bst2"
0.048572609074479,-0.662205077658108,0.065,0.125,1,"Gkap1"
0.0487543605062247,1.39000928838786,0.1,0.05,1,"Cog8"
0.0491441514317643,-0.82605804061618,0.12,0.19,1,"Vti1b"
0.0493350710310997,-1.07663514463282,0.105,0.17,1,"Nsf"
0.0494851536170513,-0.3746094315073,0.2,0.295,1,"Pten"
0.0495041847510084,0.871601285295127,0.175,0.105,1,"B4galnt1"
0.049636855920405,0.540980561731904,0.51,0.45,1,"Ndufa6"
0.049810473102179,-0.776619002508927,0.155,0.23,1,"Mrpl14"
0.0500412889047067,-0.585672604886845,0.33,0.41,1,"Abracl"
0.0500413032317659,0.527116091245232,0.415,0.325,1,"Hck"
0.0501719918158433,-0.97548586462106,0.09,0.155,1,"Adam9"
0.0502980060478734,0.279441431403948,0.67,0.59,1,"Mbnl1"
0.0503912567121979,0.390379041216724,0.475,0.39,1,"Dleu2"
0.0505052106847219,0.437490690104413,0.2,0.13,1,"Fads1"
0.0505716627132677,-0.630124749579234,0.19,0.265,1,"Pkn1"
0.050662253063737,0.727634076678692,0.195,0.125,1,"Myo1e"
0.0508331731989576,0.52395961474328,0.335,0.25,1,"Sbno2"
0.0508466730330991,-1.44973350784873,0.06,0.115,1,"Rab11fip5"
0.0509388511726251,0.407369643620136,0.495,0.425,1,"Hcls1"
0.0510119109118213,0.273231855591967,0.395,0.295,1,"Psmb9"
0.0511667819852652,0.287992014095671,0.36,0.26,1,"Ldha"
0.0512150562184562,-0.730882995670064,0.17,0.245,1,"Commd1"
0.0516229434877516,-0.79518794440932,0.175,0.25,1,"Ube2e3"
0.051720041717213,-0.857894329210526,0.105,0.17,1,"Derl2"
0.051932371934145,-0.438986938146172,0.46,0.53,1,"Tgfbr2"
0.0520887881427463,-0.574822149391856,0.115,0.185,1,"Psmc4"
0.0523420255819223,0.775183478048823,0.23,0.16,1,"Sft2d2"
0.0524024402841558,-0.613716558927993,0.07,0.13,1,"Pom121"
0.0527332728792697,0.997733689953025,0.205,0.145,1,"Rc3h1"
0.0527422661301897,-0.734636166410786,0.055,0.11,1,"Tigd2"
0.0527892842288234,1.01567804981414,0.1,0.05,1,"Nfia"
0.052975160795335,-1.15271558464038,0.06,0.115,1,"Dnlz"
0.0530827371960892,0.588392522347224,0.275,0.2,1,"Pirb"
0.0531961604517626,0.287480450808213,0.885,0.885,1,"Atp5e"
0.0532543573870806,1.33613487592295,0.1,0.05,1,"Lyar"
0.0533401281807122,0.522270188661578,0.29,0.21,1,"Peli1"
0.0533782913799375,-0.453507886163738,0.205,0.29,1,"Oxct1"
0.0534085194354877,-0.682644795657374,0.13,0.205,1,"Mrps18a"
0.0536130733643699,0.793695997707902,0.145,0.085,1,"Cdkn2aipnl"
0.0538691065753239,0.381262593295282,0.41,0.32,1,"Slamf7"
0.0539772122429078,0.573636516957944,0.23,0.155,1,"Lsm6"
0.0540120171839052,-0.604892052722845,0.2,0.28,1,"Ttc14"
0.0540383881516823,-1.18128259817495,0.065,0.12,1,"Snrk"
0.0543016502801576,-0.896373367138814,0.08,0.14,1,"Xpo1"
0.0543417367733014,-0.953251708549676,0.12,0.185,1,"Egr3"
0.054641210310208,0.842995270359881,0.175,0.11,1,"Snhg3"
0.0546665143849501,-0.513072676294911,0.165,0.24,1,"Ehbp1l1"
0.0547605822876641,0.593589874749599,0.21,0.14,1,"Hcst"
0.0551206088305901,0.993464944715185,0.12,0.065,1,"Rab6b"
0.0551847488559491,0.55352758466436,0.32,0.24,1,"Bola2"
0.0553322588843342,0.868424313460902,0.18,0.115,1,"Bdp1"
0.0553760417037318,0.757498226395194,0.205,0.135,1,"Tbl1xr1"
0.0555198067606131,-0.612137258651856,0.185,0.265,1,"Idh2"
0.0558100847720847,-0.558258079727436,0.16,0.235,1,"Chga"
0.055813718814798,0.622092418652687,0.4,0.335,1,"Wsb1"
0.0558208237088908,-0.607470081493397,0.15,0.225,1,"Chchd1"
0.0559761386105775,0.315921159997153,0.585,0.49,1,"Ifi27l2a"
0.0560273332720576,0.837768602120761,0.16,0.1,1,"Samd4b"
0.0561172099765843,1.25620976163009,0.1,0.05,1,"Usp37"
0.0561172099765843,-0.930661276243227,0.05,0.1,1,"Sord"
0.0561172099765843,-0.931843266627461,0.05,0.1,1,"Alkbh1"
0.0562208370505516,-0.904645066351008,0.065,0.12,1,"Ptcd2"
0.0565162770671715,-0.668327406679508,0.215,0.29,1,"Lamtor5"
0.0570013969504287,-0.317932414027315,0.495,0.62,1,"Cox7b"
0.0572550557089543,-0.392952958058624,0.27,0.365,1,"Xbp1"
0.0573209674661669,0.58862469449647,0.245,0.17,1,"Cycs"
0.0573451174877644,0.669519149452953,0.3,0.235,1,"Fam129a"
0.0574390282203301,0.457918920485373,0.24,0.165,1,"Acbd5"
0.0574977904401832,-0.451438652458784,0.55,0.635,1,"Lilrb4a"
0.0575767831108781,-0.377570513842315,0.255,0.34,1,"Myo1f"
0.0576817806972946,-0.547394129853727,0.155,0.23,1,"Chchd10"
0.0577061891667005,0.452795821682129,0.21,0.135,1,"Ythdf2"
0.0579839081650365,0.305386065485648,0.7,0.645,1,"Srsf3"
0.0582551781228201,0.299768053514457,0.43,0.34,1,"Soat1"
0.0582850004237022,-0.30951596917705,0.355,0.465,1,"Chmp4b"
0.0585997788816276,0.835643145889027,0.1,0.05,1,"Nfyb"
0.0586729729898289,-0.685121634193624,0.21,0.29,1,"Fes"
0.0588388096355614,-1.07391918374201,0.095,0.155,1,"Gpr160"
0.0589885298662432,0.600342009588366,0.175,0.11,1,"Bcl7c"
0.0590425788666573,0.755295007009,0.275,0.2,1,"Dnajb9"
0.0590630057461309,0.377128898974639,0.37,0.29,1,"Tmem258"
0.0592602942749477,0.367839919757723,0.535,0.445,1,"Rel"
0.0593545520533217,-0.571486834657237,0.195,0.28,1,"Rnaseh2c"
0.0595082768163872,-0.561383965322176,0.215,0.295,1,"Trip12"
0.0596958338333894,-0.337220460829847,0.57,0.65,1,"Selenow"
0.0597182443192291,-0.392450110126701,0.395,0.485,1,"Smap2"
0.0599498586252344,-0.911348870735674,0.105,0.17,1,"Cd79b"
0.0599870232998717,-0.252833346829211,0.77,0.84,1,"Clic1"
0.0602305506232468,-0.471385545636439,0.26,0.355,1,"Bptf"
0.0605256353050091,0.38837230145783,0.26,0.18,1,"Vkorc1"
0.0606834649886781,0.859295107564065,0.175,0.115,1,"Oat"
0.0607690295731837,-0.446875540612588,0.555,0.585,1,"Asah1"
0.0611728812103335,0.798027381141844,0.1,0.05,1,"Zbtb7b"
0.0613126169194868,-0.466287005606291,0.165,0.245,1,"Clec5a"
0.0614352609127538,-0.88754588220901,0.05,0.1,1,"Cyb561a3"
0.0614684468990607,-0.523554217660169,0.14,0.215,1,"Cacybp"
0.0615322781733988,-0.913515328021295,0.16,0.23,1,"Mvb12a"
0.0615357347022147,-0.713013422312131,0.165,0.235,1,"Casp1"
0.0615963343201434,0.892349412448572,0.13,0.075,1,"Zmpste24"
0.0617037245401689,-0.590488683737566,0.23,0.31,1,"Ap1s2"
0.0619136697913814,0.520217970563497,0.29,0.22,1,"Sowahc"
0.0619454179028509,-0.519238505271136,0.19,0.27,1,"Tspan31"
0.06205475391096,-0.49862461987335,0.185,0.26,1,"Fstl5"
0.0624749817433862,0.550421616277618,0.31,0.235,1,"Stat3"
0.0624888877163288,-0.822199975807707,0.09,0.15,1,"Irf7"
0.0632125170780044,0.690050361228322,0.12,0.065,1,"Letm1"
0.0632133826364763,-0.870158412817612,0.075,0.13,1,"Lrrfip2"
0.0632334882673441,-0.622773230801306,0.095,0.16,1,"Ubqln1"
0.0634138389814015,-0.513509044467814,0.1,0.165,1,"Ppm1h"
0.063447228214703,-0.80094193062306,0.075,0.13,1,"Pmpcb"
0.0635472359924752,1.15410665144508,0.11,0.06,1,"Slc8b1"
0.0636037430608319,-0.702399799776015,0.155,0.225,1,"Setd3"
0.0636128728363257,-0.538984447395425,0.075,0.135,1,"Sh3pxd2a"
0.0636746307225257,-0.480007114878125,0.135,0.205,1,"Lmbrd1"
0.0638394326980549,0.868479965321666,0.105,0.055,1,"Borcs6"
0.0638552826705272,-0.541248638117039,0.19,0.265,1,"Ndufb6"
0.0640914688749148,-0.646816527111384,0.105,0.17,1,"Cdc26"
0.0640988090451973,0.595157616717413,0.26,0.19,1,"Rb1cc1"
0.0644344605414164,-0.278657388027541,0.575,0.655,1,"Adgre1"
0.0644639373473822,-0.432958819129678,0.11,0.18,1,"Rere"
0.0647225243971294,-0.661130204370329,0.12,0.19,1,"Echs1"
0.0650979915036685,1.13972131726156,0.15,0.095,1,"Hdac1"
0.0654984946330552,-0.668807692155424,0.125,0.195,1,"Agpat3"
0.0657298110423728,0.484253033240853,0.23,0.16,1,"Nfe2l1"
0.0659986919359723,-0.494657511828079,0.08,0.14,1,"C87436"
0.0660543412112687,-0.460500074212619,0.44,0.52,1,"Pitpna"
0.0663196074977489,-0.634577384327617,0.05,0.1,1,"Atxn7l3"
0.0669130176022372,0.419438116242297,0.46,0.375,1,"Pcbp1"
0.0670142908220655,-0.715845631217209,0.085,0.145,1,"Grsf1"
0.067064078384529,0.52798605726285,0.255,0.18,1,"Smarca2"
0.0678089218742692,-0.289013610343149,0.8,0.89,1,"Atp5h"
0.0678592332647384,-0.593966366664736,0.275,0.355,1,"Esd"
0.0679539499545704,-0.88842750007206,0.13,0.195,1,"B4galt1"
0.068051441859636,0.809045080102403,0.165,0.105,1,"Zcchc9"
0.0680656360138494,-0.826856307006138,0.16,0.225,1,"Psmd6"
0.0681867094032247,-0.66479513568459,0.085,0.145,1,"Parp12"
0.0682510383889347,-0.371957507787279,0.39,0.48,1,"Fcgr1"
0.0683033071712006,0.815288366219054,0.17,0.11,1,"Prdm2"
0.0683725829157936,-0.530379453665875,0.175,0.255,1,"Arl8a"
0.0684483815472269,-0.849238571524357,0.055,0.105,1,"Exosc7"
0.0684782651203475,0.643890720889186,0.3,0.235,1,"Cadm1"
0.0685512688727672,-0.835191215776885,0.06,0.11,1,"Egln1"
0.0686573936825618,-0.447941032247693,0.36,0.445,1,"Ubl3"
0.0687874646789632,-0.560542217085762,0.16,0.235,1,"Arpc1a"
0.0690081587426066,-0.975647909603147,0.055,0.105,1,"Pacs1"
0.0690791866810992,-0.748037238188844,0.135,0.2,1,"Smim7"
0.0693606053845,0.434107961197911,0.58,0.515,1,"Socs3"
0.0696590451959535,-0.888665677228104,0.095,0.155,1,"Rab12"
0.0697883323949923,-0.661119126988407,0.215,0.285,1,"Rap2b"
0.0698366908656781,-0.550849725858906,0.145,0.21,1,"Sdf2"
0.0698394657476712,-0.77702628792471,0.065,0.12,1,"Tes"
0.0698563786895678,-0.454819687815491,0.085,0.145,1,"Stx2"
0.0699623712638207,-0.598484852392515,0.135,0.205,1,"Exosc8"
0.0704039562934173,-0.654955447573614,0.1,0.165,1,"Col4a3bp"
0.0704384630870901,-0.529964060328506,0.315,0.375,1,"Snx2"
0.0708274043218728,0.8534677408232,0.175,0.115,1,"Smu1"
0.0712040569057634,0.430178457227564,0.315,0.235,1,"Runx3"
0.0721051311415919,-0.801524621190994,0.105,0.165,1,"Paox"
0.0721739136798451,0.51993071537172,0.29,0.22,1,"Sod2"
0.0722409829186475,0.440512385534184,0.22,0.15,1,"Larp4b"
0.07224781892444,-0.612239386387639,0.145,0.215,1,"Tmem135"
0.0722878936672425,0.466227987837498,0.125,0.07,1,"Dennd4b"
0.0723213307259676,0.370851254105811,0.49,0.41,1,"Neurl3"
0.072349702803745,-0.575050930433829,0.09,0.15,1,"Dctpp1"
0.0723534629505656,-0.751832289661845,0.075,0.13,1,"Msmo1"
0.0725559281526353,0.454750200153057,0.325,0.255,1,"Hspd1"
0.0728459189867066,-0.97380770937184,0.07,0.12,1,"Pop7"
0.0729570877748789,0.320761705097025,0.27,0.195,1,"Itpripl2"
0.0732103728311485,0.958748755799616,0.17,0.115,1,"Icosl"
0.0733650046367717,-0.264313567761338,0.45,0.555,1,"Dad1"
0.0735130069531437,-0.983609518911364,0.115,0.175,1,"Gng12"
0.0736230469319249,-0.671735397187856,0.055,0.105,1,"Adam19"
0.0736606116770437,-0.886692237170668,0.085,0.14,1,"Fam53b"
0.0737404087332632,-0.947250381208966,0.115,0.175,1,"Lrch3"
0.0740131432159688,-0.509433845234697,0.355,0.435,1,"Prdx2"
0.0741989051465968,-0.551542735622685,0.075,0.13,1,"Prkar2a"
0.0745584399142819,-0.37934500121553,0.485,0.565,1,"Ndufb8"
0.0746194102171032,0.420840195080209,0.265,0.195,1,"Lilra5"
0.0747551867727441,-0.287706226514553,0.365,0.455,1,"Tcf4"
0.0751159116651051,-0.853816177833672,0.055,0.105,1,"Zfpl1"
0.0752454931822849,0.845241226789136,0.115,0.065,1,"Vps53"
0.0755316112470608,-1.17867558205001,0.065,0.115,1,"Zdhhc3"
0.0755801682352225,-0.662240245292262,0.085,0.145,1,"Khk"
0.0757772786011097,0.707099490825499,0.205,0.14,1,"Shtn1"
0.0758074565886561,-0.516842291567275,0.255,0.335,1,"Ash1l"
0.0759966178649052,0.480731597806815,0.27,0.195,1,"Map3k8"
0.0764316431762187,-0.48565507781996,0.155,0.23,1,"Rsrc1"
0.0767175483489018,-0.429798819641936,0.105,0.165,1,"Ing2"
0.0769776770635659,-0.565389159089174,0.145,0.215,1,"Tet2"
0.0770709597627055,0.371708647553265,0.445,0.365,1,"Arpp19"
0.0771002365214611,-0.500729254688332,0.185,0.255,1,"0610010K14Rik"
0.077349054102103,-0.39207243970397,0.35,0.445,1,"Mbnl2"
0.0775014165848201,-0.4062052360379,0.07,0.125,1,"Kcnk13"
0.0779968001860098,-0.614619357134981,0.09,0.15,1,"Gfer"
0.0780552213619737,-0.893227830538467,0.12,0.18,1,"Gatad1"
0.0781310466622525,-0.62150443056034,0.11,0.175,1,"Mga"
0.0782995092466216,0.964429778371119,0.12,0.07,1,"Zfp740"
0.0788419741449194,0.362339524939637,0.39,0.32,1,"Crlf2"
0.0788918197631123,0.549881443931874,0.5,0.465,1,"Sfpq"
0.0789096185932046,-0.818919188473018,0.11,0.17,1,"Hist1h1e"
