"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
5.03215842368702e-10,0.793491158716134,0.78,0.51,1.26453109028831e-05,"10","Lars2"
5.06303721190205e-10,0.43461175137479,1,0.958,1.27229062097887e-05,"10","Rps3"
5.41894847737713e-10,1.64425877874682,0.3,0.108,1.3617275628801e-05,"10","Tmcc3"
5.53021436493007e-10,1.06184762386424,0.54,0.277,1.38968756776328e-05,"10","Tmem205"
5.91218657078232e-10,0.393878954596486,1,0.988,1.48567336337189e-05,"10","Rps9"
5.99748392275957e-10,1.48501464550102,0.26,0.084,1.50710773495025e-05,"10","Wtip"
6.27115219455979e-10,1.91759288809049,0.27,0.092,1.57587783497093e-05,"10","Pygb"
7.06794063370714e-10,0.456534765401942,1,0.963,1.77610280184427e-05,"10","Rps25"
7.16635654353451e-10,1.583314077639,0.26,0.085,1.80083373582479e-05,"10","Rassf2"
7.2390258744729e-10,0.551679453571352,0.99,0.861,1.81909481199629e-05,"10","Eef1b2"
8.61499201753777e-10,1.75638083531809,0.3,0.113,2.16486134408707e-05,"10","Taok2"
9.03731035374494e-10,0.657172909564739,0.88,0.703,2.27098571879257e-05,"10","Cox7a2l"
9.45024416560596e-10,1.27445540998857,0.54,0.314,2.37475185637512e-05,"10","Hras"
9.66615141792486e-10,1.50057500717233,0.36,0.15,2.42900718981034e-05,"10","Setbp1"
1.09835440445883e-09,0.420592612294255,1,0.971,2.7600547829646e-05,"10","Eef1a1"
1.11558191238515e-09,0.431285101131271,1,0.974,2.80334578763265e-05,"10","Rps7"
1.24560668364492e-09,1.55389559427499,0.33,0.13,3.13008503533132e-05,"10","Spred1"
1.63602267365356e-09,1.12192379413561,0.34,0.132,4.11116137662404e-05,"10","Palld"
1.65056988617165e-09,0.761168053130433,0.82,0.606,4.14771706696074e-05,"10","Eef1g"
1.69488594726054e-09,1.94190070855933,0.26,0.089,4.25907889687101e-05,"10","Bag3"
1.9261457375019e-09,1.30670627466388,0.45,0.228,4.84021162376852e-05,"10","Rbbp8"
2.03710137148774e-09,0.884448721567356,0.62,0.359,5.11903203641155e-05,"10","2410006H16Rik"
2.20611066718557e-09,0.777995230522944,0.74,0.447,5.54373549557062e-05,"10","Nfe2l2"
2.33240040462831e-09,1.18099166774504,0.5,0.258,5.86108897679047e-05,"10","Irf1"
2.43670411387358e-09,1.22215613347562,0.35,0.142,6.12319376775291e-05,"10","Tef"
2.54803466632768e-09,1.79006911567578,0.26,0.088,6.40295631301483e-05,"10","Eya2"
2.73353992298814e-09,1.71074786453069,0.38,0.176,6.8691124724769e-05,"10","Tfdp2"
2.82060964818321e-09,1.49170994613655,0.26,0.087,7.0879099849196e-05,"10","Tenm2"
2.95609052204062e-09,1.02427320182567,0.48,0.231,7.42835987283588e-05,"10","Bhlhe40"
3.0364834553334e-09,0.475448094642583,1,0.994,7.6303792749073e-05,"10","mt-Co2"
3.32585640039067e-09,0.378270996701095,1,0.914,8.3575445485417e-05,"10","Rpl12"
4.14599927811913e-09,1.27917528851787,0.43,0.209,0.000104184815859856,"10","Srebf2"
4.18538973632685e-09,1.51997319911257,0.28,0.104,0.000105174658684157,"10","Fam129b"
4.4350726396484e-09,1.12563076681628,0.26,0.085,0.000111448940361725,"10","Ndrg2"
5.05305963929341e-09,0.31961599894428,1,0.941,0.000126978335675804,"10","Rps2"
5.28818788928001e-09,1.19005548415107,0.35,0.143,0.000132886873469717,"10","Mfge8"
5.33333431157949e-09,0.804769211834443,0.51,0.248,0.000134021357915681,"10","Lmna"
5.63115296140645e-09,1.22193512394718,0.35,0.146,0.000141505242767183,"10","Bin1"
5.6790078013346e-09,1.87911478958683,0.26,0.091,0.000142707787039737,"10","Per3"
6.57420659815432e-09,0.43870999118543,0.92,0.731,0.00016520323760502,"10","Cd9"
7.13974330906777e-09,0.350507875739103,1,0.95,0.000179414609613564,"10","Rps18"
7.34576279098525e-09,1.216622668363,0.35,0.148,0.000184591673174668,"10","Dsg2"
7.39489335861011e-09,0.533393282287601,0.82,0.552,0.000185826275208513,"10","Zfp36"
8.29822686230576e-09,0.795670960096004,0.57,0.293,0.000208526142822881,"10","Arhgef12"
8.33686954267866e-09,1.48371851717659,0.34,0.144,0.000209497194737972,"10","Ndst1"
8.77973166930066e-09,0.855811363206978,0.71,0.472,0.000220625877117856,"10","Lamp2"
9.12458438244832e-09,1.0932393784853,0.29,0.107,0.000229291680946544,"10","Map3k20"
9.3267179989524e-09,0.995088812763601,0.5,0.261,0.000234371096595675,"10","mt-Nd6"
1.01660496962637e-08,0.526091226867099,0.95,0.775,0.000255462662817411,"10","Dstn"
1.04095324700228e-08,0.325610701635998,1,0.962,0.000261581141439202,"10","Rps15a"
1.06746526940056e-08,1.71792133216996,0.25,0.089,0.000268243347547668,"10","Cpne8"
1.09092680477205e-08,1.14846879504948,0.34,0.143,0.000274138996771169,"10","Tfrc"
1.26006675054571e-08,1.40279326069502,0.33,0.141,0.000316642173744632,"10","Stox2"
1.27488649348763e-08,1.91663665511667,0.26,0.093,0.000320366226948507,"10","Gm20186"
1.31397330104366e-08,0.468139805788069,0.98,0.877,0.000330188350819261,"10","Gpx4"
1.35096475712677e-08,1.14008857723341,0.52,0.293,0.000339483933818387,"10","Coq10b"
1.42367829053877e-08,1.11882716076717,0.25,0.083,0.000357756117629487,"10","Pid1"
1.53750595996465e-08,0.500617992098411,0.96,0.892,0.000386359872679517,"10","Rpl31"
1.64028014861173e-08,1.44301885801785,0.25,0.088,0.000412185998544643,"10","Inpp1"
1.6814094983663e-08,1.39033584967979,0.29,0.111,0.000422521392844467,"10","D16Ertd472e"
1.83947119183674e-08,0.39116765415577,1,0.976,0.000462240715796654,"10","Rpl7"
2.45107892211129e-08,1.23710066417206,0.51,0.313,0.000615931622337347,"10","Ddt"
2.48171442916016e-08,0.308425360040662,0.87,0.644,0.000623630018903658,"10","Akr1a1"
2.51161922949765e-08,0.783598133956271,0.58,0.32,0.000631144796180463,"10","Zfp36l2"
2.72371516088563e-08,1.52532354407282,0.3,0.121,0.00068444238277895,"10","Tiam1"
3.02077872322938e-08,0.46208954389381,1,0.956,0.000759091485360312,"10","mt-Nd1"
3.23121352417801e-08,0.449180864507259,0.29,0.108,0.000811971646490692,"10","Il11ra1"
3.26076698967748e-08,0.48683288632871,1,0.928,0.000819398136836054,"10","Rpl10a"
3.31955067104283e-08,0.571293162204002,0.75,0.477,0.000834169888126353,"10","Tcf4"
3.41554893098242e-08,1.50261318284484,0.25,0.091,0.000858293290866573,"10","Zc3h7b"
3.50181482733927e-08,1.60369801291581,0.31,0.131,0.000879971047962086,"10","Zbtb44"
3.56402617237315e-08,1.35171163723526,0.42,0.218,0.00089560413685565,"10","Maged1"
3.61060387561462e-08,1.08621363365075,0.7,0.53,0.000907308647903197,"10","Slc38a2"
3.61099641983711e-08,1.63458694224432,0.25,0.092,0.000907407290340868,"10","Slc39a6"
3.79350418781034e-08,1.68465756098363,0.25,0.095,0.00095326966735486,"10","Tmem53"
3.91715311837295e-08,0.337528466169391,1,0.986,0.000984341407115938,"10","Rpl19"
4.76022696735427e-08,0.428617775308322,1,0.961,0.00119619743462646,"10","Rpl6"
4.86735968056727e-08,1.50783397781791,0.3,0.127,0.00122311881412975,"10","Arhgef5"
5.24833268469552e-08,1.11391941487693,0.42,0.199,0.00131885352033714,"10","Nme7"
5.39807335069058e-08,0.354816563619991,1,0.985,0.00135648185229504,"10","Rpl28"
5.44494360588965e-08,0.69051020639598,0.75,0.491,0.00136825987872401,"10","Mbnl2"
5.70838466526844e-08,1.37232469877221,0.42,0.218,0.00143445998253531,"10","Hmgcr"
6.79427055589097e-08,0.689220890495685,0.85,0.705,0.00170733224798984,"10","Neat1"
7.52327198133955e-08,1.50305215607325,0.3,0.127,0.00189052301619082,"10","Rab27b"
7.60428593008971e-08,1.05276339187434,0.42,0.215,0.00191088101137224,"10","Golim4"
7.68970199173293e-08,0.693223300314087,0.63,0.383,0.00193234521350257,"10","Pdcd4"
8.73371773747028e-08,1.69593356374999,0.25,0.095,0.00219469593024891,"10","Six3os1"
9.84480720202009e-08,1.47441749360583,0.34,0.163,0.00247390160179563,"10","Galnt2"
1.25768165227232e-07,1.06160845814037,0.44,0.232,0.00316042822399512,"10","Tiparp"
1.32992054264242e-07,0.925544286339055,0.43,0.214,0.00334195733160614,"10","Sertad1"
1.3752226845439e-07,1.04782349567211,0.44,0.233,0.00345579708399036,"10","Mrpl48"
1.46024982524467e-07,0.601794068533773,0.48,0.24,0.00366946178585733,"10","S100a16"
1.74044157647212e-07,0.330062735258193,1,0.951,0.00437355563751678,"10","Rpl39"
2.12454051455319e-07,1.15061766877553,0.29,0.118,0.00533875785902072,"10","Vegfa"
2.48229931477009e-07,1.1094909353032,0.36,0.169,0.00623776994808575,"10","Tmem64"
2.77304342090681e-07,1.29663798983561,0.4,0.211,0.00696838081239673,"10","Vkorc1"
2.94992137975629e-07,1.01839031841893,0.51,0.298,0.00741285743518959,"10","Irf2bpl"
3.25377059387915e-07,0.799838546524251,0.52,0.31,0.00817640012535892,"10","Nfic"
3.26009731858396e-07,0.506914905927697,0.92,0.783,0.00819229855186964,"10","mt-Nd4l"
3.34955586114676e-07,1.27586649082277,0.32,0.143,0.00841709892347569,"10","Dhrs3"
3.58636198273319e-07,0.3344031384665,1,0.97,0.00901216902641024,"10","Rpl11"
3.88180202653167e-07,1.36982939044476,0.3,0.133,0.00975458031247145,"10","Nbdy"
4.15667260793504e-07,1.6223254392478,0.33,0.161,0.01044530259648,"10","Tmbim1"
4.97981516160666e-07,0.715239734729206,0.65,0.413,0.0125137775196014,"10","Ezr"
6.13249339872571e-07,1.12184046651586,0.29,0.127,0.0154103426616578,"10","Ddit4"
6.70068980910117e-07,1.0130328515887,0.25,0.096,0.0168381634212903,"10","Itgb5"
6.89769904897651e-07,1.10335745529358,0.41,0.218,0.0173332279401731,"10","Tle4"
7.12132043545475e-07,0.8249391348898,0.54,0.325,0.0178951661222542,"10","Nfat5"
7.42608732517941e-07,0.942273395183447,0.32,0.143,0.0186610148394433,"10","Cd151"
7.46157775111159e-07,1.06616496940757,0.6,0.407,0.0187501987307683,"10","Use1"
7.72559132168503e-07,1.14999739064294,0.35,0.175,0.0194136384322623,"10","Itpr1"
7.90896305662324e-07,0.742991576059427,0.35,0.157,0.0198744332649885,"10","Ptpre"
8.08314420118309e-07,0.813496559694655,0.25,0.098,0.020312133063153,"10","Gpr155"
1.0012164627132e-06,0.270093649100437,1,0.975,0.02515956849152,"10","Rpl18a"
1.07785528648627e-06,0.841589406866676,0.6,0.407,0.0270854254941136,"10","Ash1l"
1.18944965368827e-06,1.67997897946453,0.25,0.106,0.0298896803475326,"10","Prkci"
1.22593503079394e-06,0.305305611619914,1,0.966,0.030806521388821,"10","Rplp2"
1.25958994316841e-06,1.16130017417756,0.32,0.151,0.0316522356818789,"10","Khdrbs3"
1.31560777032914e-06,0.528708157495971,0.68,0.486,0.033059907660601,"10","Itgb1"
1.38785317798912e-06,1.16035862256532,0.31,0.144,0.0348753625096885,"10","Vegfb"
1.40523685758045e-06,0.855420118128254,0.41,0.215,0.035312196994139,"10","Lpp"
1.53823041869025e-06,1.12663411675975,0.28,0.122,0.0386541921912673,"10","Pqlc1"
1.6167045177378e-06,0.341133186340698,1,0.957,0.0406261678262333,"10","Rps26"
1.62476331071733e-06,0.905886646265571,0.44,0.243,0.0408286772350158,"10","Kif21a"
1.6523673360873e-06,1.18387630699954,0.35,0.176,0.0415223387885377,"10","Hexim1"
1.67462156132995e-06,0.363744668695179,0.48,0.245,0.0420815652146604,"10","Prnp"
1.75269303265902e-06,0.33484506504529,0.61,0.369,0.0440434232176885,"10","Ier3"
1.90976284950129e-06,1.02647260338799,0.32,0.151,0.047990430645118,"10","Notch1"
2.0790021311942e-06,0.464795173698382,0.29,0.125,0.052243244554779,"10","Pfkl"
2.11231112592675e-06,1.41912704688579,0.29,0.134,0.0530802662834133,"10","Fuom"
2.12041125898783e-06,0.259218477343821,0.78,0.46,0.0532838145271052,"10","Cd63"
2.30461248879457e-06,1.23581700517661,0.43,0.256,0.0579126072309188,"10","Echs1"
2.64498646669901e-06,0.463830771373062,0.98,0.876,0.0664658649216795,"10","Rpl4"
2.67619428438268e-06,0.938929747275437,0.52,0.324,0.0672500861722524,"10","Mxd4"
2.87569620687961e-06,1.29413739977503,0.27,0.122,0.0722633699826778,"10","Ube4a"
2.88644797361577e-06,0.962977809029278,0.5,0.315,0.0725335511289908,"10","Gtf2i"
2.91258656955872e-06,0.939475262366294,0.57,0.39,0.0731903879064412,"10","Fkbp4"
3.16441012675553e-06,0.600792802823155,0.9,0.777,0.0795184620752397,"10","Atpif1"
3.21207120191918e-06,0.821748946828563,0.41,0.216,0.0807161372330271,"10","Dcxr"
3.2189318360311e-06,0.725557600926027,0.48,0.288,0.0808885381076254,"10","Zfas1"
3.42981629803002e-06,1.19973876267376,0.27,0.12,0.0861878537531963,"10","2900026A02Rik"
3.45725563359175e-06,0.383767542091996,1,0.943,0.086877376816527,"10","Rpl10"
3.47654853966707e-06,1.37087350410894,0.33,0.177,0.0873621882532937,"10","Pard3"
3.73642190257127e-06,0.67653711679882,0.65,0.43,0.0938925459897135,"10","Lmo4"
3.79223278414159e-06,1.27988448026578,0.31,0.153,0.095295017632694,"10","Usp46"
4.23252278004957e-06,1.1639087437605,0.25,0.108,0.106359064939866,"10","Ldlrap1"
4.25395118145515e-06,1.09240972425364,0.36,0.19,0.106897539238786,"10","Pkp4"
4.95502616732482e-06,0.976781777482988,0.44,0.251,0.124514852558706,"10","Tob2"
5.39749411793759e-06,1.10632321122576,0.31,0.153,0.135633629689654,"10","Itprid2"
5.41195851570581e-06,1.13214265054271,0.36,0.191,0.135997105541171,"10","Gm26532"
5.58315137371997e-06,0.360442168382145,0.99,0.948,0.140299010870209,"10","Rps28"
6.13683249040173e-06,1.15393917430469,0.34,0.185,0.154212463651305,"10","Cttn"
6.28004573866692e-06,0.593998670102145,0.29,0.131,0.157811269366961,"10","Gas1"
6.33588172575349e-06,0.965522622036393,0.47,0.292,0.159214371886459,"10","Pigp"
6.35590181734139e-06,1.09236387478989,0.26,0.116,0.159717456767972,"10","Pdzd2"
6.73405882176834e-06,1.29794087043361,0.28,0.133,0.169220164132217,"10","Sc5d"
6.76340903505664e-06,1.20011068997773,0.3,0.15,0.169957705641938,"10","Arhgap32"
7.57481376741688e-06,0.700361621637977,0.59,0.431,0.190347495161419,"10","Mtch1"
8.65142542522499e-06,0.444670757046346,0.9,0.719,0.217401669510479,"10","Rpl22l1"
9.66703880342097e-06,0.932255997729555,0.28,0.132,0.242923018091166,"10","Slc2a1"
9.73939824612923e-06,1.15335539835885,0.33,0.173,0.244741338526981,"10","Acly"
1.02506849585275e-05,1.16805216245707,0.29,0.142,0.257589462322838,"10","Polr2h"
1.02851018037684e-05,1.05572367444121,0.44,0.272,0.258454323226895,"10","Polr2i"
1.06188781969956e-05,1.23803614433897,0.34,0.185,0.266841790212303,"10","Abcg1"
1.16501952246394e-05,0.933160824660229,0.38,0.213,0.292757755799964,"10","Fam3c"
1.23418759080066e-05,0.255839654942734,0.95,0.901,0.310138999692298,"10","Jund"
1.27313949506344e-05,0.821308696050517,0.68,0.511,0.319927223714491,"10","Sf3b6"
1.29466581893907e-05,1.15973649149602,0.27,0.129,0.325336573641199,"10","Nr1d2"
1.32231632173538e-05,1.13359662619325,0.41,0.255,0.332284868488883,"10","Zfp326"
1.36608994658982e-05,0.942208814511002,0.48,0.31,0.343284742678557,"10","Cux1"
1.58096871648583e-05,0.693867594762862,0.64,0.481,0.397281628765724,"10","Eif3m"
1.60004901395136e-05,0.294054171737936,0.78,0.579,0.402076316715837,"10","Sptbn1"
1.60327113392705e-05,1.0550314688136,0.34,0.185,0.402886003244528,"10","Nampt"
1.83212263199001e-05,0.831332335865125,0.38,0.208,0.460394096192769,"10","Bphl"
1.84494293884351e-05,0.861044065405043,0.57,0.402,0.463615711101985,"10","Mrpl23"
1.87803047342253e-05,0.520099595943551,0.53,0.322,0.471930277666348,"10","Cnn3"
1.99009478221757e-05,0.996058261643576,0.45,0.285,0.500090917823454,"10","Adss"
1.99030603991482e-05,0.85598251416326,0.39,0.219,0.500144004770195,"10","Zbtb38"
2.04993764222783e-05,1.25816228868852,0.25,0.115,0.515128830115431,"10","Erf"
2.23516710569967e-05,0.929756713660596,0.61,0.468,0.561675141991271,"10","Ssu72"
2.56234366380907e-05,0.975243811477405,0.32,0.174,0.643891339278581,"10","Tm2d3"
2.69356501552714e-05,0.725047817111742,0.36,0.191,0.676865952751816,"10","Clmn"
2.79288587053816e-05,0.580478832546747,0.82,0.664,0.701824290407535,"10","Mdh1"
2.92519079388718e-05,1.23227503607022,0.25,0.12,0.735071194595908,"10","Gtf2ird1"
3.13084329456481e-05,1.13167208817955,0.36,0.212,0.786749611491191,"10","Pdzd8"
3.30773322034918e-05,0.729798227801766,0.51,0.332,0.831200280941546,"10","Nsd3"
3.43752597798465e-05,0.479956147767141,0.78,0.568,0.863815903007762,"10","Anxa5"
3.45669924680722e-05,0.639236329661346,0.68,0.529,0.868633953730186,"10","Mrpl52"
3.47861442822045e-05,0.62345733449904,0.39,0.217,0.874141019667516,"10","Ssbp2"
3.59275679272735e-05,0.935500660241778,0.28,0.14,0.902823854444456,"10","Rora"
4.10516421917159e-05,0.482489077370615,0.52,0.335,1,"10","Atp1b3"
4.18883180800503e-05,0.496637843298307,0.59,0.379,1,"10","Kmt2a"
4.20045807059271e-05,1.02443592092824,0.28,0.143,1,"10","Rpl9-ps6"
4.27351434556768e-05,1.14006934374315,0.29,0.149,1,"10","Nxn"
4.29162337221617e-05,0.622268512483559,0.52,0.34,1,"10","Erbin"
4.42700537542375e-05,1.02861614472846,0.33,0.186,1,"10","Chka"
4.46232447125279e-05,0.667305924784743,0.45,0.277,1,"10","Cpd"
4.52584286683163e-05,0.53604730888098,0.69,0.535,1,"10","Selenos"
4.80809920045107e-05,1.35641932850448,0.25,0.123,1,"10","Ccng1"
5.02300151968432e-05,1.24333853692231,0.26,0.129,1,"10","N6amt1"
5.50661102038931e-05,0.914471894253391,0.36,0.208,1,"10","Aopep"
5.65172780810019e-05,0.401361380598419,0.71,0.497,1,"10","Slc25a4"
5.84263496692933e-05,0.855478495579642,0.4,0.237,1,"10","Nucb2"
6.9947933911161e-05,0.816991695850335,0.45,0.3,1,"10","Polr2m"
7.16335852684557e-05,0.762422775019515,0.39,0.225,1,"10","Utrn"
7.2643189667402e-05,0.70045245633339,0.46,0.296,1,"10","Mphosph8"
7.38754424930621e-05,0.273770740484887,0.99,0.962,1,"10","Rpl18"
7.52592663127399e-05,0.622298383348214,0.5,0.327,1,"10","Klf3"
7.80185363013366e-05,0.675403388078815,0.31,0.16,1,"10","Entpd5"
8.80417645722092e-05,0.851202286353576,0.34,0.188,1,"10","Parva"
9.14067776163391e-05,0.468194790186256,0.67,0.478,1,"10","Hnrnpa1"
9.59374183523732e-05,0.757122231840909,0.37,0.214,1,"10","Sbno2"
0.000102441200211662,1.10671848281722,0.27,0.139,1,"10","Trim8"
0.000105109372239689,1.10031130202027,0.26,0.135,1,"10","Smad2"
0.000107909832073324,0.981728953992801,0.43,0.302,1,"10","Smim11"
0.00011126601242533,0.333918318601638,0.97,0.853,1,"10","Xist"
0.000125832775921879,0.281377303847152,1,0.965,1,"10","Cox4i1"
0.000128824759431735,0.978575500912574,0.29,0.152,1,"10","Hdgfl3"
0.000130788819796441,0.867936221334296,0.31,0.174,1,"10","Spr"
0.000132941387252125,1.27201233247081,0.3,0.172,1,"10","Snhg12"
0.00013335173819501,0.505100640375946,0.88,0.799,1,"10","Slc25a5"
0.000134441264395409,0.793263451693418,0.34,0.197,1,"10","Rbm47"
0.000135245580290685,0.709111369792338,0.3,0.162,1,"10","Creb3l2"
0.000150946976043087,0.763895071227799,0.48,0.321,1,"10","Igf1r"
0.000155576020698672,0.655432705728225,0.48,0.321,1,"10","Elf1"
0.000163415347857287,0.67086414541621,0.33,0.182,1,"10","Avpi1"
0.000166527178185886,0.872107623501493,0.28,0.146,1,"10","Sdc2"
0.000168138178695934,0.453151736583177,0.83,0.696,1,"10","Cnbp"
0.00017065734693468,0.647472358198921,0.33,0.189,1,"10","Grina"
0.000174276011793646,0.561071074937275,0.42,0.258,1,"10","Sorl1"
0.00017926132618609,0.950500713355941,0.37,0.232,1,"10","Tsix"
0.00018442198491891,1.15895209337986,0.27,0.146,1,"10","Scaper"
0.000184640483588443,0.63467949047175,0.37,0.221,1,"10","Med13l"
0.000192700654893253,1.20455095677288,0.31,0.178,1,"10","Zfhx4"
0.000197758095077013,1.0713589502361,0.26,0.139,1,"10","Tmem159"
0.000202228997027231,0.976466737616564,0.31,0.174,1,"10","Avl9"
0.000211393262881209,0.657992347124607,0.39,0.236,1,"10","Ets2"
0.000225065924134658,0.777968325042357,0.48,0.337,1,"10","Nisch"
0.000233035447415362,0.706222850590675,0.53,0.4,1,"10","Trmt112"
0.000233729914900776,0.719871898423056,0.42,0.277,1,"10","Atxn10"
0.0002420527980911,0.561205481051506,0.59,0.434,1,"10","Ktn1"
0.000243031969035711,0.655900514096787,0.34,0.202,1,"10","Insig1"
0.000246070358576846,0.553765565527428,0.41,0.251,1,"10","Foxn3"
0.000249035132510292,0.625185719130067,0.53,0.383,1,"10","Usp34"
0.000269912857461095,0.732432265853651,0.33,0.19,1,"10","Svil"
0.000272438002783173,0.522889224682283,0.62,0.481,1,"10","Tra2a"
0.000278891492592551,0.386822072043704,0.65,0.479,1,"10","Drap1"
0.00028511860930286,0.861246144130935,0.27,0.147,1,"10","Atic"
0.000288552950758836,0.302985147888476,0.72,0.533,1,"10","Myl12a"
0.000319749345238385,1.02546705061096,0.31,0.182,1,"10","Tceal8"
0.000337989322426047,0.783973950914608,0.49,0.369,1,"10","Nop53"
0.00034832445688977,0.814303121656135,0.27,0.146,1,"10","Etl4"
0.000351721292892907,0.88211882425778,0.32,0.186,1,"10","Tmem63b"
0.000371436924447712,0.810164691419243,0.28,0.156,1,"10","Usp10"
0.00037454156732901,0.949830010377463,0.26,0.136,1,"10","Dusp6"
0.000386758554532708,0.646897781973255,0.44,0.301,1,"10","Nop58"
0.00040656229300964,1.14850881399462,0.25,0.137,1,"10","Bcap29"
0.000413979108064996,0.7387333862956,0.28,0.152,1,"10","Itga6"
0.000427578918009697,0.472011242584325,0.48,0.33,1,"10","Glrx5"
0.000449786087689984,0.980462052845067,0.27,0.152,1,"10","Fam168a"
0.000456486695852985,0.379688325276606,0.95,0.816,1,"10","Sumo2"
0.000456502655080696,0.765113510858537,0.36,0.225,1,"10","Gnaq"
0.000468515108796774,0.596344626831706,0.55,0.4,1,"10","Hnrnpr"
0.000473075600898025,1.02967650060973,0.37,0.247,1,"10","Bcl7c"
0.000482879336973621,0.310235967128015,0.99,0.933,1,"10","Hnrnpa2b1"
0.0004878984480808,0.751292862393796,0.28,0.156,1,"10","Ripk1"
0.000500706085439409,0.588068033298916,0.38,0.228,1,"10","Errfi1"
0.000501979969006214,0.528416790672534,0.51,0.352,1,"10","Tulp4"
0.000502518046831955,0.837317643055257,0.38,0.244,1,"10","Bbx"
0.000515435118279936,0.856504840584902,0.4,0.268,1,"10","Nek7"
0.000516734894216802,0.581782952964554,0.38,0.229,1,"10","Klf5"
0.000540905415163317,0.286540261780373,0.95,0.918,1,"10","Uqcrh"
0.000548888377567309,0.932719850499529,0.31,0.184,1,"10","Cep164"
0.00055057845068454,0.637304111968389,0.37,0.227,1,"10","4930523C07Rik"
0.000556830794795061,0.783209519611285,0.47,0.333,1,"10","Tnrc6a"
0.000571878460521711,0.322669851616194,0.55,0.368,1,"10","Nfix"
0.000581806553787804,0.350374141694727,0.86,0.714,1,"10","Eif3f"
0.00060216327062386,0.779625486003386,0.36,0.235,1,"10","Psmg4"
0.000605798211508068,0.290271162785716,0.5,0.319,1,"10","Ivns1abp"
0.000610447607955007,0.609154457918881,0.44,0.301,1,"10","Zfp652"
0.000632879988353429,0.628490057897104,0.55,0.423,1,"10","Brd2"
0.000668754036869139,0.706123761371975,0.33,0.202,1,"10","Arap2"
0.000689998784413999,1.12476839300815,0.26,0.145,1,"10","Arl5a"
0.000765130494270453,0.892828796690773,0.32,0.205,1,"10","Chchd7"
0.000777296477920557,0.596384504495798,0.44,0.301,1,"10","Fcho2"
0.00083910495421036,0.466933060071645,0.68,0.52,1,"10","Eid1"
0.000854132709834384,0.362641968470865,0.94,0.849,1,"10","Serbp1"
0.000854744852977614,0.560123008073993,0.37,0.232,1,"10","Degs1"
0.000868686804728328,0.778808963578122,0.28,0.16,1,"10","Nr4a2"
0.000895614146079059,0.55601832341482,0.46,0.321,1,"10","Usp9x"
0.000898904754796355,0.677947471639295,0.49,0.362,1,"10","Uqcrc1"
0.000908045085671397,0.680445531457464,0.28,0.161,1,"10","Gm16136"
0.000922238732171511,0.820366341356989,0.32,0.199,1,"10","Tead1"
0.000930955381215228,0.833337799463878,0.26,0.149,1,"10","Mbtps1"
0.000978830429385713,0.488303668551715,0.33,0.199,1,"10","Tshz1"
0.000996629448713754,0.755828975693258,0.33,0.208,1,"10","Dguok"
0.00101975297988355,0.506311226737255,0.59,0.464,1,"10","Snx3"
0.00104775387263056,0.833851764194974,0.43,0.316,1,"10","Eif3g"
0.00110588768457592,0.49665553428635,0.57,0.443,1,"10","Ndufb2"
0.00112766905095065,0.640798081006628,0.39,0.256,1,"10","Itm2c"
0.00113248852451384,0.686524305386629,0.36,0.232,1,"10","Nbeal1"
0.00113952485602286,0.494511737818301,0.57,0.459,1,"10","Pura"
0.00115017839000011,0.823116782527764,0.39,0.27,1,"10","Hsd17b12"
0.00116687384738747,0.9141034939468,0.28,0.168,1,"10","Pmvk"
0.00118067584607474,0.810591348682841,0.31,0.188,1,"10","Wsb1"
0.00128560286219723,0.70790723409666,0.47,0.35,1,"10","Rbbp7"
0.00132900777831902,0.383270478040899,0.52,0.373,1,"10","Dpy30"
0.00133729378166342,0.649197614454115,0.29,0.17,1,"10","Heca"
0.00134779019362383,0.37394016334618,0.79,0.675,1,"10","Srsf5"
0.0013616455022789,1.04573185753513,0.26,0.152,1,"10","Zc2hc1a"
0.00139310837310953,0.575160245491424,0.45,0.314,1,"10","R3hdm2"
0.00145877788347891,0.372172034598489,0.41,0.271,1,"10","Zmynd8"
0.00156433775214283,0.745397104451945,0.26,0.15,1,"10","Wwc2"
0.00161301762750126,0.539282084880012,0.25,0.14,1,"10","Abhd14b"
0.00167333352608917,0.781815896723608,0.31,0.197,1,"10","Plxnb2"
0.00168558047277128,0.423181068064141,0.56,0.412,1,"10","Senp6"
0.00170502360657137,0.627265868838269,0.39,0.27,1,"10","Adnp"
0.00180924768402911,0.975153219712917,0.25,0.149,1,"10","Acadsb"
0.001881321709734,0.600716954944839,0.33,0.208,1,"10","Tnrc18"
0.00193838172016139,1.09211660665857,0.26,0.155,1,"10","Rfxap"
0.00196485741971901,0.305403793909253,0.73,0.633,1,"10","Eif3k"
0.00198392895183136,0.777479568824669,0.32,0.209,1,"10","Smim4"
0.00214672221678817,0.453420068352932,0.4,0.269,1,"10","Ptov1"
0.00220368419497816,0.760258926313245,0.33,0.211,1,"10","Rere"
0.00221273589164009,0.800792137238509,0.35,0.237,1,"10","Pdcl3"
0.00227216955509149,0.845041151615406,0.34,0.227,1,"10","Dnajb9"
0.00232014546956575,0.428043139166158,0.56,0.446,1,"10","Etfb"
0.00232428828972636,0.414970185060242,0.35,0.216,1,"10","Osbpl1a"
0.00233560067210468,0.718256946964799,0.28,0.171,1,"10","D5Ertd579e"
0.00258197355088443,0.315187130779398,0.6,0.465,1,"10","Pdia6"
0.00259081223915385,0.382166204006897,0.44,0.293,1,"10","Arl3"
