"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
6.44056337847397e-38,1.66287899999465,0.88,0.354,1.61844917137672e-33,"20","Gsn"
6.6018154708884e-38,4.25729399363545,0.25,0.025,1.65897020967955e-33,"20","Col27a1"
1.00553533378983e-36,3.5950287311477,0.27,0.03,2.52680974028045e-32,"20","Loxl1"
1.07348828733701e-36,2.54280538476085,0.55,0.122,2.69756871724918e-32,"20","Gpx8"
1.10306765982005e-36,3.43343970432133,0.41,0.07,2.77189872236181e-32,"20","Peg3"
5.66246375224869e-36,2.26217193180445,0.33,0.043,1.42292051630257e-31,"20","Lhfp"
6.59826448753674e-36,2.34780430292443,0.51,0.104,1.65807788307311e-31,"20","Tmem263"
1.98372832618175e-35,3.23597117569005,0.51,0.113,4.98491091086211e-31,"20","Mmp14"
1.19783998323807e-34,2.08366095424743,0.47,0.088,3.01005209387895e-30,"20","Rnase4"
1.84647828416141e-34,2.95760065099769,0.35,0.052,4.6400152802692e-30,"20","Ltbp3"
2.29536637205923e-34,2.22655922632285,0.7,0.211,5.76802615634764e-30,"20","Cdc42ep3"
5.64679369572923e-34,3.4467343261338,0.27,0.031,1.4189827877998e-29,"20","Adamts9"
6.25744924456841e-34,3.58816120006992,0.43,0.084,1.5724344206676e-29,"20","Sgms2"
7.61184791555157e-34,2.99883327930185,0.28,0.034,1.91278126269895e-29,"20","Zfp9"
4.15778060402932e-33,2.4244777351103,0.54,0.127,1.04480868798653e-28,"20","Fndc3b"
4.94778821596745e-33,3.28130732903614,0.28,0.035,1.24332970079046e-28,"20","Ptgfrn"
5.14331450591184e-33,3.10482984312391,0.43,0.087,1.29246350219059e-28,"20","Creb3l1"
1.69051066033308e-32,3.38585405038083,0.25,0.028,4.248084238351e-28,"20","Reck"
3.45988344590233e-32,2.24037122867311,0.67,0.21,8.69434111120797e-28,"20","Maged1"
9.04580786585113e-32,2.24051241206723,0.83,0.381,2.27312105860973e-27,"20","Tpm1"
9.50744758346995e-32,2.77901863635933,0.3,0.041,2.38912650325016e-27,"20","Irx3"
2.03957960672982e-31,2.20650467488867,0.26,0.031,5.12525959375136e-27,"20","S1pr3"
4.51300065514875e-31,2.97202688510747,0.31,0.045,1.13407193463233e-26,"20","Sspn"
6.6647352080721e-31,2.30973233885446,0.52,0.121,1.67478131043644e-26,"20","Cpq"
7.33400418242295e-31,3.13627621747907,0.28,0.037,1.84296191100106e-26,"20","Podxl2"
1.54446803930483e-30,2.90762285762461,0.31,0.046,3.8810937359691e-26,"20","2310022B05Rik"
3.47772842997337e-30,3.14443141443544,0.29,0.041,8.73918377168008e-26,"20","Epdr1"
3.8269126396116e-30,3.16682484224258,0.52,0.144,9.61664877207998e-26,"20","Tent5a"
5.43894693747403e-30,2.1906786380568,0.44,0.09,1.36675297591785e-25,"20","Itgb5"
6.19331175551826e-30,3.02290323997435,0.27,0.036,1.55631731104418e-25,"20","Adamts10"
1.34914174057203e-29,2.32710684260464,0.63,0.204,3.39025827988346e-25,"20","Vkorc1"
1.81876196866031e-29,2.67625613148173,0.39,0.073,4.5703669510465e-25,"20","Ppfibp2"
1.98535760465827e-29,3.46781359542762,0.28,0.04,4.98900512474577e-25,"20","Fgfr3"
2.26992908858582e-29,4.48765785343613,0.31,0.05,5.7041048067073e-25,"20","Ccn2"
2.41988898093294e-29,2.14958497358954,0.34,0.055,6.08093902018638e-25,"20","Cped1"
2.77284484971848e-29,0.962580270435535,0.42,0.082,6.96788182285757e-25,"20","Tpm2"
4.38701076570461e-29,1.40246095660093,0.35,0.059,1.10241193531391e-24,"20","Mylk"
5.15356628395197e-29,1.82519914977132,0.65,0.198,1.29503967149429e-24,"20","Mef2c"
5.56733519880808e-29,1.83564946024895,0.64,0.186,1.39901566210848e-24,"20","Ptprs"
6.55578197359678e-29,2.72272838053611,0.54,0.143,1.64740245214513e-24,"20","Hpgd"
8.20464843836256e-29,2.54855095740218,0.32,0.05,2.06174610607613e-24,"20","Slc39a13"
1.21970216156006e-28,1.52708791703246,0.78,0.276,3.06498956178427e-24,"20","Emp3"
4.73256569706438e-28,2.11137427529015,0.5,0.124,1.18924643401531e-23,"20","Maf"
6.67558774220245e-28,2.37183690278464,0.34,0.058,1.67750844373805e-23,"20","Pxdc1"
1.68717853785293e-27,1.6596888298243,0.48,0.11,4.23971094777063e-23,"20","Cavin3"
5.57663928191314e-27,2.39387789500256,0.35,0.063,1.40135368515195e-22,"20","Fxyd6"
6.85326952260192e-27,1.99679028815802,0.52,0.132,1.72215809833464e-22,"20","Amotl1"
2.44042789988518e-26,1.60764130955127,0.92,0.625,6.13255126962147e-22,"20","Rrbp1"
2.59172217108216e-26,2.3068372564323,0.3,0.048,6.51273864371236e-22,"20","Grb10"
3.99092067041926e-26,1.78900946913143,0.3,0.048,1.00287845526965e-21,"20","Itm2a"
1.23281354259756e-25,1.42354483020807,0.61,0.177,3.09793715119342e-21,"20","Ccn1"
1.89569176465588e-25,3.11580358641475,0.3,0.053,4.76368383540375e-21,"20","Nav3"
2.26156390524508e-25,1.41773391261349,0.45,0.102,5.68308393749037e-21,"20","Pltp"
3.71499773545578e-25,3.00463803123418,0.32,0.06,9.33541780942683e-21,"20","Tenm3"
5.03252222462953e-25,2.34436429686726,0.4,0.088,1.26462250982716e-20,"20","Bambi"
1.12854613162249e-24,2.63534854727083,0.28,0.047,2.83592357415416e-20,"20","Chpf"
2.7014021538454e-24,2.51943498244199,0.38,0.083,6.7883534723981e-20,"20","Rai14"
3.23204372968767e-24,2.02153167860907,0.5,0.133,8.12180268833214e-20,"20","Fcgrt"
4.5549311573116e-24,1.34066823879406,0.9,0.548,1.14460865052083e-19,"20","Laptm4a"
9.24163699489078e-24,1.99467360911889,0.59,0.203,2.3223309604461e-19,"20","Sec31a"
9.35646142312813e-24,1.48043708776903,0.35,0.068,2.35118519101787e-19,"20","Scd1"
1.16879212411923e-23,1.59548544080998,0.68,0.243,2.93705772869922e-19,"20","Lmna"
8.53781606833088e-23,2.32617217827583,0.48,0.138,2.14546779981087e-18,"20","Cd302"
9.15572033697478e-23,2.13363187347586,0.47,0.134,2.30074096347839e-18,"20","Myo10"
1.35501269227856e-22,2.14152235265783,0.53,0.172,3.4050113944268e-18,"20","Zfhx4"
2.54966213355164e-22,2.43116658640311,0.35,0.078,6.40704597540192e-18,"20","Pkd2"
3.34463524871822e-22,1.51103522482311,0.88,0.505,8.40473391650402e-18,"20","Nedd4"
5.09386502909938e-22,2.35761832322968,0.38,0.09,1.28003734316238e-17,"20","Neo1"
5.7284415963485e-22,2.47302599022152,0.27,0.048,1.43950008874641e-17,"20","Smtn"
9.92073059359059e-22,2.61862396239271,0.31,0.065,2.49298039086338e-17,"20","Mpped2"
1.04373419279241e-21,2.31184303899842,0.43,0.115,2.62279965306804e-17,"20","Lifr"
1.08026576866094e-21,1.99093319492818,0.48,0.139,2.71459985006807e-17,"20","P4ha1"
1.33454547649273e-21,1.83719045929097,0.57,0.19,3.35357932787859e-17,"20","Ryk"
1.59146249436239e-21,2.34889698087413,0.3,0.058,3.99918610208324e-17,"20","Sh3pxd2b"
2.04420422120842e-21,2.33276182350622,0.52,0.166,5.13688078747464e-17,"20","Cdc42bpa"
2.6498575847773e-21,2.63685418378335,0.31,0.065,6.65882712478687e-17,"20","Smo"
2.74613070845331e-21,2.32982871762643,0.27,0.048,6.90075185727232e-17,"20","Shisa4"
4.96024801164538e-21,2.1337108001634,0.28,0.051,1.24646072284637e-16,"20","Sgce"
6.05274571975596e-21,3.30144397117664,0.27,0.051,1.52099447191747e-16,"20","Lpl"
6.24179410567731e-21,1.74565126564638,0.48,0.141,1.56850044081565e-16,"20","Slc44a1"
6.39317733244134e-21,2.31766768397882,0.37,0.089,1.60654153186918e-16,"20","Nrep"
7.49937544380697e-21,2.25156080188105,0.43,0.118,1.88451805527425e-16,"20","Maged2"
8.93756575054631e-21,1.97832066724119,0.53,0.177,2.24592089745478e-16,"20","Pam"
1.04816462821588e-20,1.75959255282146,0.75,0.362,2.63393289424369e-16,"20","Nfix"
1.21786246966151e-20,2.05121175331528,0.44,0.125,3.06036660001242e-16,"20","Rcn1"
1.33418902746907e-20,2.58325431462555,0.36,0.089,3.35268360712702e-16,"20","Dipk2a"
3.03901737712615e-20,3.32627909101713,0.26,0.051,7.63674676698029e-16,"20","Plxna2"
3.81223866764041e-20,1.90568365540077,0.26,0.046,9.57977454791358e-16,"20","Antxr2"
6.37733549222445e-20,2.12578543502572,0.27,0.051,1.60256063584108e-15,"20","Chsy1"
7.27063202298394e-20,0.316777647200378,0.34,0.077,1.82703712105563e-15,"20","Pmp22"
9.04790758984158e-20,2.29961134277966,0.44,0.127,2.27364869825129e-15,"20","Ramp1"
1.06115000551113e-19,1.34045130567067,0.76,0.299,2.66656384884891e-15,"20","Nupr1"
1.07652949271619e-19,1.55715099674811,0.73,0.363,2.7052109622465e-15,"20","Tbrg1"
1.19325796502937e-19,0.594915523821478,0.8,0.344,2.9985379403223e-15,"20","Selenom"
1.22132837135076e-19,2.13222242133729,0.29,0.058,3.06907606436734e-15,"20","Efnb1"
1.51776879213086e-19,1.44599008373487,0.75,0.374,3.81400119774564e-15,"20","Ssr3"
1.84441438436522e-19,2.0699783375588,0.38,0.098,4.63482890647137e-15,"20","Wipi1"
2.80510034306537e-19,1.64571753622144,0.69,0.298,7.04893665208897e-15,"20","Klf2"
3.19728695732838e-19,2.2974923046388,0.25,0.046,8.03446239507048e-15,"20","Sema3d"
3.39142953830969e-19,2.10739162954215,0.38,0.101,8.52232328681841e-15,"20","Foxc1"
4.0505765555369e-19,1.89977852077662,0.38,0.096,1.01786938264087e-14,"20","Socs1"
4.1290761377232e-19,1.07962505703322,0.98,0.748,1.03759554264846e-14,"20","Tmem59"
1.00665495183448e-18,2.53639329898264,0.29,0.063,2.52962322846487e-14,"20","Mmp16"
1.18187489765004e-18,1.42876271414777,0.54,0.178,2.96993343030478e-14,"20","Lmo7"
1.92254289010128e-18,1.5052089264284,0.48,0.151,4.83115802853551e-14,"20","Dpysl3"
2.34764011643023e-18,0.991384997126989,0.8,0.348,5.89938484857754e-14,"20","Vim"
2.38464162127452e-18,2.1729039407218,0.58,0.26,5.99236593010075e-14,"20","Kdelr2"
2.73473951953692e-18,2.23310740811603,0.3,0.066,6.87212693864432e-14,"20","Marveld1"
3.272959943362e-18,1.96993066006148,0.4,0.111,8.22462104167436e-14,"20","AI506816"
3.76884122649422e-18,1.54861311005683,0.59,0.231,9.47072111805733e-14,"20","Dap"
3.9766183834829e-18,1.71209667190469,0.62,0.253,9.99284433585419e-14,"20","Cnn2"
5.00896046477228e-18,2.28031856585287,0.31,0.072,1.25870167519263e-13,"20","Dlx5"
5.2331784841931e-18,1.62502448386176,0.46,0.142,1.31504542129288e-13,"20","Sdc3"
5.69096158907136e-18,2.67562780324806,0.25,0.05,1.43008173771774e-13,"20","Tgfbr3"
7.23258828108815e-18,1.60511238878008,0.61,0.243,1.81747710915464e-13,"20","Surf4"
7.60576156713785e-18,1.97048041486557,0.62,0.239,1.91125182420607e-13,"20","Serpine2"
1.77792378289598e-17,1.95125492836914,0.28,0.061,4.4677446740393e-13,"20","S100b"
2.22076052026119e-17,1.57059531268732,0.58,0.23,5.58054911136436e-13,"20","Lrrc58"
2.22379791969549e-17,1.31702374504571,0.59,0.214,5.58818179240281e-13,"20","Fermt2"
2.25489127300472e-17,0.780353258356268,0.98,0.816,5.66631627993356e-13,"20","Gnas"
2.43996762699347e-17,2.149763930113,0.46,0.163,6.13139464987189e-13,"20","Cdh2"
2.54323887733575e-17,1.8456182565027,0.57,0.228,6.390904974857e-13,"20","Cadm1"
2.58204227935495e-17,2.12796073618297,0.43,0.14,6.48841404379105e-13,"20","Fat1"
2.608754172231e-17,0.991997407811184,0.81,0.361,6.55553835939929e-13,"20","Ahnak"
2.66900649217682e-17,1.86182863617448,0.35,0.09,6.70694641419112e-13,"20","Trib2"
3.38431150552081e-17,1.24296366701957,0.73,0.342,8.50443638222325e-13,"20","Nenf"
3.45368069785534e-17,1.99611108616965,0.3,0.07,8.67875422564067e-13,"20","Myo1d"
4.77179189646174e-17,2.22002733743232,0.29,0.067,1.19910358566187e-12,"20","Vldlr"
5.29860214076529e-17,1.1967451285077,0.97,0.705,1.33148573195291e-12,"20","Cst3"
5.44868229503566e-17,1.14130683015106,0.84,0.481,1.36919937391951e-12,"20","Itgb1"
5.45905319712504e-17,1.72056313231097,0.47,0.155,1.37180547790555e-12,"20","Serf1"
6.38100241873858e-17,1.4102579366323,0.7,0.344,1.60348209780482e-12,"20","Lman1"
9.42952915221497e-17,2.22788272227076,0.25,0.051,2.3695463806601e-12,"20","Rab31"
9.80845027763152e-17,1.51776688718722,0.46,0.151,2.46476547026602e-12,"20","Myo1b"
1.00318733317012e-16,1.20870691074424,0.72,0.342,2.5209094495232e-12,"20","Klf4"
1.85106550162823e-16,2.18315145557175,0.25,0.052,4.65154249904157e-12,"20","Gm26802"
2.47410293615384e-16,1.3049919642763,0.78,0.484,6.21717326826097e-12,"20","Arf4"
2.50126360186161e-16,1.96714739561551,0.47,0.165,6.28542530511803e-12,"20","Sh3pxd2a"
3.30993025985079e-16,1.50909288027067,0.6,0.25,8.31752374997906e-12,"20","Itm2c"
5.48737181671558e-16,2.07242196721032,0.27,0.061,1.37892166382246e-11,"20","Lamb2"
5.91740415308193e-16,1.85461598682328,0.69,0.392,1.48698448962796e-11,"20","Zbtb20"
6.01230073482478e-16,2.2822500153578,0.3,0.076,1.51083105165412e-11,"20","Unc5b"
8.03676023409015e-16,2.05461496350748,0.39,0.124,2.01955747922451e-11,"20","Metrnl"
1.03177935571139e-15,1.21287484206949,0.3,0.072,2.59275834296716e-11,"20","Dab2"
2.4883583718772e-15,1.66083325849478,0.45,0.151,6.25299575269022e-11,"20","Txndc5"
2.63707994138496e-15,1.27124948342224,0.68,0.319,6.62671818470627e-11,"20","Mxd4"
2.78764020103484e-15,2.63633687132188,0.25,0.057,7.00506106118044e-11,"20","Boc"
3.51936741148005e-15,1.96636426449725,0.4,0.131,8.84381836830823e-11,"20","Igf2r"
3.9074382508902e-15,1.87886636480799,0.43,0.149,9.81900158066199e-11,"20","Raph1"
5.44532214177631e-15,1.45918177302399,0.65,0.306,1.36835500100697e-10,"20","Nfic"
5.76170615523495e-15,1.72626588808089,0.35,0.1,1.44785913974899e-10,"20","Scpep1"
6.8949594356601e-15,1.30431466760446,0.7,0.365,1.73263435658703e-10,"20","Ift20"
8.0004406174923e-15,2.23038350878926,0.27,0.066,2.01043072276964e-10,"20","Chn1"
8.44195409461066e-15,1.50838986059032,0.46,0.157,2.12137864443471e-10,"20","Creb3l2"
1.01852053840354e-14,1.09275213202224,0.88,0.565,2.55944026095425e-10,"20","Egr1"
1.0885685449006e-14,1.39381348514146,0.68,0.307,2.73546389648072e-10,"20","Reep3"
2.23671554975861e-14,1.49108277954602,0.46,0.163,5.6206425049884e-10,"20","Emp2"
3.15965194695559e-14,0.952765419556481,0.84,0.493,7.9398893775047e-10,"20","Slc25a4"
4.42459241980434e-14,0.950519290887244,0.95,0.747,1.11185582917263e-09,"20","Fos"
4.5769740233542e-14,0.935563246585325,0.87,0.556,1.15014780232868e-09,"20","Hdlbp"
4.66123182055385e-14,1.09238333133342,0.87,0.634,1.17132094418698e-09,"20","Nme2"
4.77153833868621e-14,2.27794011007864,0.39,0.136,1.19903986912846e-09,"20","Rgs3"
4.83704976942412e-14,1.6031892947858,0.49,0.187,1.21550223655859e-09,"20","Gm26532"
4.87360794453585e-14,1.34244117970611,0.63,0.286,1.22468894038241e-09,"20","Socs3"
7.5197284294996e-14,1.71994198959053,0.33,0.095,1.88963255704895e-09,"20","Gpr180"
7.891455018282e-14,1.73744461063015,0.47,0.186,1.98304373154408e-09,"20","Rcn2"
8.34863314037306e-14,0.935441791068822,0.9,0.564,2.09792802184435e-09,"20","Anxa5"
9.10272009311393e-14,1.63608261947559,0.57,0.243,2.2874225321986e-09,"20","Klf9"
1.67204021301177e-13,1.64530275146896,0.39,0.13,4.20166985127728e-09,"20","Palld"
2.30356068843369e-13,1.50256774542586,0.47,0.177,5.78861765396503e-09,"20","Tceal8"
2.32646502516833e-13,1.36229375434135,0.27,0.067,5.84617396174551e-09,"20","Dlc1"
2.56433906381499e-13,1.76869463285561,0.34,0.1,6.44392763346068e-09,"20","Ext2"
2.82590538067381e-13,1.50955458982941,0.35,0.107,7.10121763109522e-09,"20","Cavin1"
3.4584433390895e-13,2.06883745537775,0.25,0.063,8.690722266798e-09,"20","Sec24d"
3.47260979052225e-13,1.83488139710944,0.3,0.086,8.72632114260337e-09,"20","Gnai1"
3.48189882437403e-13,1.96239976793939,0.39,0.137,8.74966355576951e-09,"20","Rora"
3.71953531840309e-13,1.17974638746704,0.79,0.495,9.34682030161512e-09,"20","Tmed9"
3.74488965444673e-13,1.10475657689439,0.59,0.256,9.41053321265919e-09,"20","Pmepa1"
4.28697887984531e-13,1.22798484671166,0.61,0.28,1.07727492271633e-08,"20","Tmed3"
4.40441665002367e-13,0.871169208009602,0.63,0.271,1.10678585998445e-08,"20","Ncam1"
6.36720896601243e-13,0.807558236382403,0.92,0.718,1.60001594106926e-08,"20","Rpl22l1"
7.20854703202264e-13,1.9458277313872,0.35,0.114,1.81143578367697e-08,"20","Ptpn13"
9.34044050725203e-13,2.32378617036013,0.29,0.084,2.34715929506736e-08,"20","Pdlim2"
1.08383326578691e-12,0.690831661286679,0.83,0.425,2.72356461359594e-08,"20","Sdc4"
1.2725386450593e-12,1.8811016493726,0.25,0.064,3.19776236116952e-08,"20","Trp53i13"
1.318311046871e-12,1.36376466295331,0.79,0.476,3.31278382968213e-08,"20","Tcf4"
1.83104169766874e-12,1.38157157417551,0.66,0.378,4.60122468207178e-08,"20","Ostc"
2.08813267641645e-12,2.09030573701169,0.37,0.131,5.24726860256689e-08,"20","Abi3bp"
2.10616120374461e-12,1.55607428744504,0.38,0.13,5.29257248888983e-08,"20","Pofut2"
2.49308635689214e-12,0.665067200708826,0.25,0.065,6.26487670623427e-08,"20","Myl9"
2.57302716755469e-12,1.33774730874614,0.69,0.415,6.46575996934819e-08,"20","Ctnnb1"
2.62869183872077e-12,1.99452693601555,0.33,0.111,6.60563972152143e-08,"20","Rin2"
5.86219350116988e-12,1.36110077803441,0.56,0.254,1.47311060490898e-07,"20","Sar1a"
6.30079590960697e-12,0.780766542287465,0.96,0.826,1.58332700412513e-07,"20","Ppib"
6.83283995625644e-12,1.38867690514839,0.46,0.192,1.71702435260768e-07,"20","Gadd45g"
6.84251427106069e-12,1.393355942695,0.59,0.291,1.71945541117484e-07,"20","Cdkn1a"
7.94801168854186e-12,1.55173141029502,0.43,0.164,1.99725585721368e-07,"20","Insig2"
9.87308498834923e-12,1.30878707539524,0.25,0.065,2.48100752672228e-07,"20","Sema5a"
9.96243314077122e-12,1.39195180301449,0.36,0.12,2.5034598239444e-07,"20","Ap1s2"
1.01137114143555e-11,1.81322227681023,0.3,0.095,2.54147454131339e-07,"20","Cp"
1.08077668895486e-11,1.66505538133045,0.36,0.126,2.71588374167467e-07,"20","Adk"
1.09315932497434e-11,1.27829810314878,0.49,0.203,2.74700006772802e-07,"20","Luzp1"
1.12748829051998e-11,1.60374828908676,0.34,0.114,2.83326532524766e-07,"20","Pdzd2"
1.17271024448545e-11,0.946998304790869,0.5,0.19,2.94690357336748e-07,"20","Tgfb1"
1.19249739980723e-11,1.0615381632542,0.75,0.438,2.9966267159756e-07,"20","P4hb"
1.24564878365751e-11,1.51914491212679,0.4,0.147,3.13019082845295e-07,"20","Thbs1"
1.84725128897267e-11,1.47803392730761,0.36,0.121,4.64195776405941e-07,"20","Jkamp"
2.18814344302225e-11,2.03854372713354,0.25,0.069,5.49858565797061e-07,"20","Msrb3"
2.37961255225391e-11,0.664114178090961,0.47,0.183,5.97972838255885e-07,"20","Igfbp7"
2.4210562590409e-11,1.68121251998052,0.25,0.069,6.08387227334388e-07,"20","Ankrd28"
2.67103265568119e-11,1.99558777109025,0.31,0.103,6.71203796046126e-07,"20","Sobp"
2.85530328403127e-11,1.85927938404774,0.29,0.092,7.17509162244217e-07,"20","Igsf3"
3.27974676882581e-11,0.852279416451642,0.97,0.768,8.24167565538238e-07,"20","Jun"
3.49859766605104e-11,1.34508898071704,0.39,0.145,8.79162607501967e-07,"20","Rarg"
3.85395809769306e-11,0.781845856175658,0.79,0.463,9.68461130369289e-07,"20","Fosb"
5.33467940401441e-11,1.38292203327777,0.42,0.162,1.34055158743478e-06,"20","Prrc1"
6.08508398477174e-11,1.7929373865063,0.32,0.109,1.52912075453329e-06,"20","Myo1e"
6.87045138885561e-11,2.15563200815567,0.26,0.08,1.72647572950553e-06,"20","Efna5"
6.99005953702041e-11,0.489535006545302,1,0.937,1.75653206105786e-06,"20","Itm2b"
7.04529081881311e-11,1.61052925077548,0.25,0.072,1.77041112985955e-06,"20","Rgl1"
7.26133866188699e-11,1.0107233181639,0.29,0.087,1.82470179234558e-06,"20","Cxcl12"
1.15174101263295e-10,1.66804951365957,0.29,0.093,2.89420999064534e-06,"20","Slc39a1"
1.34357780844528e-10,1.34792332901486,0.41,0.155,3.37627667484214e-06,"20","Colgalt1"
1.46594495084297e-10,1.69958378009165,0.47,0.231,3.68377306697329e-06,"20","Igfbp5"
1.6597799012849e-10,1.46915932180368,0.34,0.129,4.17086091393881e-06,"20","Gas1"
1.93849557746919e-10,1.51034094240691,0.31,0.102,4.87124553662232e-06,"20","Itgav"
2.19647076297402e-10,1.13325295021366,0.62,0.326,5.51951138027741e-06,"20","Ssr1"
2.60296006530307e-10,0.997279104789208,0.5,0.222,6.54097834810009e-06,"20","Clic4"
3.38215665898968e-10,1.24377045586975,0.35,0.129,8.49902146837517e-06,"20","Mdk"
4.46346940929928e-10,1.56055365507916,0.43,0.184,1.12162522786282e-05,"20","Sorbs2"
4.51254279891787e-10,1.9987207175042,0.3,0.107,1.13395687994007e-05,"20","Apbb2"
5.10906986932171e-10,2.06413999554715,0.27,0.088,1.28385816746185e-05,"20","Ctsf"
5.94876295862761e-10,0.888181875460995,0.49,0.213,1.49486464387353e-05,"20","Golim4"
6.03663071377193e-10,0.872619820273871,0.62,0.294,1.51694493206375e-05,"20","Rhoc"
6.17782284893332e-10,1.12442610672679,0.3,0.103,1.55242510370845e-05,"20","Serping1"
6.65448876501875e-10,2.26270242832346,0.26,0.082,1.67220648176156e-05,"20","Slc29a1"
7.3078377538978e-10,1.06465164571808,0.55,0.264,1.83638654917698e-05,"20","Sox4"
8.0340842661542e-10,0.739532219791633,0.85,0.501,2.01888503524189e-05,"20","Reep5"
8.12974260736769e-10,1.23708784723091,0.62,0.345,2.04292301980543e-05,"20","Ssr2"
8.15629292090172e-10,1.69665133543792,0.3,0.107,2.04959484809339e-05,"20","Ctdspl"
9.96829046572278e-10,0.8756337578372,0.46,0.197,2.50493171113148e-05,"20","Rnd3"
1.11641134337008e-09,0.977752024563099,0.48,0.212,2.80543006475469e-05,"20","Sertad1"
1.19927691474242e-09,1.40209010923328,0.3,0.108,3.01366295905621e-05,"20","Il11ra1"
1.88930795777042e-09,1.24892459612378,0.28,0.092,4.7476419670813e-05,"20","Psd3"
2.18756204293936e-09,1.03678657869557,0.39,0.157,5.49712465770233e-05,"20","Nedd9"
2.38272335596333e-09,0.601299117031083,0.9,0.68,5.98754552120024e-05,"20","Selenof"
2.70295008096788e-09,1.45177419105895,0.27,0.089,6.79224325846419e-05,"20","Pkd1"
2.8555317796098e-09,1.8495721844279,0.3,0.11,7.17566580898148e-05,"20","Mpzl1"
3.16039768597359e-09,1.58594273141963,0.39,0.167,7.94176334508303e-05,"20","Tsc22d3"
3.23998831510156e-09,1.14751313169258,0.53,0.255,8.1417666370187e-05,"20","Epb41l2"
3.7414959452058e-09,1.19804662000052,0.37,0.146,9.40200516070766e-05,"20","Dnajc25"
4.11677466939284e-09,0.870981402663043,0.32,0.114,0.000103450430667173,"20","Syne1"
6.29257579594839e-09,0.935352037202762,0.46,0.212,0.000158126137176387,"20","Timp3"
7.30650467361265e-09,1.43931607366141,0.46,0.224,0.000183605155943212,"20","Ilk"
8.02910524932908e-09,0.838008501982375,0.76,0.529,0.00020176338581039,"20","Krtcap2"
9.06962231246739e-09,0.874080008535971,0.79,0.612,0.000227910539089993,"20","Ssr4"
9.40407540010552e-09,0.956136217331886,0.67,0.423,0.000236315010729252,"20","Cope"
1.03672756678944e-08,0.326484572667992,0.29,0.097,0.000260519270258519,"20","Tm4sf1"
1.34982188708527e-08,1.47308498323764,0.41,0.193,0.000339196742005658,"20","Plpp3"
1.45000564980747e-08,0.917117881961472,0.67,0.41,0.000364371919740119,"20","Cnpy2"
1.57867202707003e-08,0.997821526252374,0.57,0.308,0.000396704493682428,"20","Atraid"
1.59788220975278e-08,1.48147717048969,0.31,0.118,0.000401531820488777,"20","Ttc28"
1.84647130421466e-08,1.40722782419181,0.32,0.122,0.000463999774036101,"20","Wwtr1"
1.97491484937061e-08,1.22944104073727,0.46,0.225,0.000496276352498341,"20","Prdx4"
1.98235861332525e-08,1.4628571834873,0.51,0.298,0.000498146895942501,"20","Pik3r1"
2.19878467455009e-08,1.33431661099622,0.4,0.184,0.000552532600867693,"20","Yipf5"
2.39275777699963e-08,1.41692392536389,0.28,0.103,0.000601276101782236,"20","Amotl2"
3.10264634229081e-08,1.09285457267994,0.53,0.262,0.000779663999354258,"20","Golph3"
3.50178673453884e-08,1.0285705893474,0.37,0.159,0.000879963988522264,"20","Rbp1"
3.60220503301608e-08,1.6041592397893,0.25,0.088,0.00090519810274661,"20","Kctd10"
3.70398583599619e-08,1.35879701037358,0.38,0.171,0.000930774600727483,"20","Rbfox2"
3.7509602918985e-08,1.48839378390549,0.28,0.101,0.000942578811751174,"20","Ptprz1"
4.38285506614169e-08,1.31799178206232,0.25,0.085,0.00110136764957075,"20","Plpp5"
4.38917700399339e-08,1.54054297631179,0.3,0.117,0.0011029562893335,"20","Ano6"
4.52933454040269e-08,1.19810367703369,0.25,0.085,0.00113817647665779,"20","Robo2"
5.79602619291055e-08,1.26918605057485,0.33,0.138,0.00145648342201649,"20","Cdk14"
7.184957583502e-08,1.62825815079137,0.25,0.09,0.00180550799115822,"20","Mme"
7.39978072623795e-08,1.16871622491586,0.39,0.175,0.00185949089869634,"20","Gna11"
8.87056768806666e-08,0.925462295029515,0.62,0.391,0.00222908495433427,"20","Sdf4"
9.32410562783527e-08,1.56427381409313,0.28,0.108,0.00234305450321873,"20","Ppfibp1"
1.00877624641003e-07,1.37344567724823,0.46,0.232,0.00253495382960375,"20","Bhlhe40"
1.14324568361775e-07,1.58022833740286,0.28,0.111,0.00287286207836304,"20","Klf10"
1.15633626362184e-07,1.30184127542612,0.35,0.147,0.00290575739685532,"20","Map7d1"
1.24238676381949e-07,1.37318777723746,0.34,0.147,0.003121993698802,"20","Mbtps1"
1.26546735607562e-07,1.61405757432229,0.26,0.099,0.00317999291908243,"20","Fchsd2"
1.37433745348815e-07,1.72773596517987,0.39,0.187,0.00345357258687036,"20","Sox9"
1.43239529758953e-07,1.46972743770718,0.26,0.096,0.00359946614331274,"20","Ar"
1.59842780667678e-07,1.0983093731452,0.58,0.315,0.00401668923539809,"20","Cebpd"
2.00216307565093e-07,0.922106884669273,0.54,0.288,0.00503123559280323,"20","Sppl2a"
2.03279900331201e-07,1.44153641705226,0.25,0.093,0.00510822061542275,"20","Srm"
2.0966265493579e-07,1.20214684642869,0.36,0.167,0.00526861285588146,"20","Slc39a7"
2.0998430300046e-07,1.34627750398071,0.31,0.132,0.00527669555009855,"20","Nr1d1"
2.18515736013328e-07,1.02145622160284,0.53,0.296,0.00549108193027893,"20","Mprip"
