"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:1901607","GO:1901607","alpha-amino acid biosynthetic process",116,0.43425450102681,1.70851111586136,0.000362394983653755,0.00397222553511388,0.00309138031168753,1408,"tags=36%, list=22%, signal=29%","YKL001C/YPR167C/YLR303W/YKR069W/YMR009W/YIR017C/YNL277W/YFL018C/YAL012W/YLR438W/YNL037C/YER052C/YIL074C/YLL062C/YJL088W/YOR136W/YGR124W/YNL103W/YGR204W/YGL184C/YNL135C/YIL051C/YOL058W/YER055C/YCL009C/YOL140W/YHR033W/YLR027C/YNR050C/YDR354W/YOR303W/YER081W/YLR058C/YDR034C/YMR062C/YOR375C/YHR025W/YKL211C/YGL202W/YNL104C/YJL200C/YGL026C"
"GO:0016042","GO:0016042","lipid catabolic process",67,-0.465986389212254,-1.80632954765442,0.000390361672341932,0.00425116453492375,0.00330846429258221,1432,"tags=42%, list=22%, signal=33%","YDL109C/YLR284C/YDR319C/YML059C/YPL268W/YLR020C/YMR008C/YDR444W/YNL009W/YOR081C/YLL012W/YPL103C/YDR275W/YAL051W/YJR107W/YPR128C/YGL144C/YJR019C/YEL020C/YOR363C/YPR147C/YCR068W/YPL206C/YPL110C/YKR009C/YGL205W/YKR031C/YPL095C"
"GO:0051604","GO:0051604","protein maturation",235,0.370529834634481,1.58028264446015,0.000400840599633333,0.00433730084731453,0.00337549978638597,658,"tags=18%, list=10%, signal=17%","YPL106C/YER103W/YLL026W/YOR020C/YBR072W/YMR186W/YJL034W/YDR258C/YPL240C/YGR142W/YGR211W/YHR176W/YLR216C/YDR171W/YJR045C/YBR169C/YOR027W/YAL005C/YNL007C/YFL014W/YKL195W/YDR363W-A/YGR285C/YKL073W/YML028W/YBL091C/YMR089C/YBR269C/YLR259C/YBL045C/YML130C/YKL117W/YFL016C/YFR041C/YOR232W/YCL043C/YJR117W/YNL135C/YDR214W/YIL027C/YAL044C/YOR288C/YLL024C"
"GO:0030003","GO:0030003","intracellular monoatomic cation homeostasis",151,-0.363672093626985,-1.62573198993769,0.000426983620162073,0.00459075382696548,0.00357274929911008,1385,"tags=38%, list=21%, signal=31%","YNL321W/YLR047C/YLR126C/YOR079C/YPL224C/YLR083C/YJL084C/YLR034C/YDR205W/YHR050W/YDL185W/YPL036W/YGL166W/YJR033C/YDR376W/YDR107C/YOR270C/YER113C/YCR044C/YKL168C/YLL051C/YMR058W/YHL040C/YGL160W/YBR127C/YMR205C/YMR216C/YKL175W/YHR175W/YCR008W/YLR220W/YIL090W/YCL017C/YDR436W/YJR106W/YJL129C/YDR506C/YEL027W/YDL206W/YGR240C/YBR295W/YOL152W/YDR270W/YKR021W/YOL130W/YOR384W/YEL065W/YGR257C/YLR214W/YMR021C/YFL050C/YIR033W/YOR381W/YGL008C/YLR447C/YLR023C/YDR492W/YOL002C"
"GO:0006112","GO:0006112","energy reserve metabolic process",44,0.549064015459766,1.82983186545618,0.000430979517973898,0.00460438877430342,0.00358336068242122,717,"tags=34%, list=11%, signal=31%","YFR015C/YMR105C/YER067W/YLR258W/YOR178C/YEL011W/YER054C/YJL137C/YFR003C/YKR058W/YMR311C/YPR184W/YBL058W/YIL057C/YFR017C"
"GO:0015802","GO:0015802","basic amino acid transport",17,-0.705807094481836,-1.97107757737177,0.000471756844797979,0.00500833681772949,0.00389773281898628,468,"tags=53%, list=7%, signal=49%","YKR105C/YOL092W/YDR352W/YIL088C/YGR191W/YDR119W/YEL063C/YMR088C/YGR125W"
"GO:0090407","GO:0090407","organophosphate biosynthetic process",278,-0.30750366014424,-1.46657516978132,0.000562658920536205,0.00593605161165697,0.00461972587387621,1503,"tags=38%, list=23%, signal=31%","YNL106C/YOR209C/YLR420W/YBL039C/YGR170W/YPL076W/YPR113W/YKR043C/YJR013W/YDR319C/YML059C/YDR287W/YPL268W/YMR096W/YFR047C/YCL004W/YNL267W/YJL062W/YGR007W/YGR061C/YJL153C/YIL083C/YOR149C/YOR311C/YPL175W/YDR147W/YEL058W/YDR400W/YLR359W/YDL185W/YCL047C/YLR386W/YBR042C/YFL025C/YLR305C/YLR088W/YLR459W/YIL039W/YDR434W/YGR046W/YBR221C/YJR133W/YHL020C/YEL029C/YHL011C/YDR315C/YGR010W/YCR044C/YMR120C/YAL009W/YMR220W/YLL031C/YOR175C/YLR347C/YJL167W/YML126C/YAR015W/YOR109W/YNL264C/YEL041W/YNL054W/YIL002C/YMR013C/YJL005W/YHR123W/YER099C/YDR017C/YMR208W/YJR078W/YPL031C/YLR410W/YLR240W/YDR399W/YLR014C/YLR133W/YHR074W/YGL142C/YGR149W/YNL169C/YHR046C/YDR123C/YBR029C/YMR271C/YOL061W/YOL055C/YNR016C/YJR105W/YLR153C/YCR017C/YKR070W/Q0085/YMR207C/YKL181W/YNR012W/YCL052C/YLR446W/YER043C/YNL130C/YNL129W/YLR231C/YNR043W/YKR031C/YDR050C/YGR157W/YJL116C/YNL141W"
"GO:0008652","GO:0008652","amino acid biosynthetic process",124,0.424173799289367,1.69126654144455,0.00058721773357692,0.0061566679147692,0.00479142027789471,1408,"tags=37%, list=22%, signal=30%","YKL001C/YPR167C/YLR303W/YKR069W/YMR009W/YIR017C/YNL277W/YFL018C/YAL012W/YLR438W/YNL037C/YER052C/YIL074C/YLL062C/YJL088W/YOR136W/YGR124W/YNL103W/YGR204W/YGL184C/YGL148W/YMR169C/YNL135C/YIL051C/YOL058W/YER055C/YCL009C/YOL140W/YHR033W/YLR027C/YNR050C/YDR354W/YOR303W/YER081W/YLR058C/YEL009C/YDR034C/YMR062C/YOR375C/YHR025W/YKL211C/YGL202W/YNL104C/YBR249C/YJL200C/YGL026C"
"GO:0055080","GO:0055080","monoatomic cation homeostasis",156,-0.356198356943026,-1.60458605335458,0.000594220154152816,0.00619162728524663,0.00481862737090783,1084,"tags=33%, list=17%, signal=28%","YHR050W/YDL185W/YPL036W/YGL166W/YJR033C/YDR376W/YDR107C/YOR270C/YER113C/YCR044C/YKL168C/YLL051C/YMR058W/YHL040C/YGL160W/YBR127C/YMR205C/YMR216C/YKL175W/YHR175W/YCR008W/YLR220W/YIL090W/YCL017C/YDR436W/YJR106W/YAL053W/YJL129C/YDR506C/YEL027W/YDL206W/YGR240C/YBR295W/YOL152W/YDR270W/YKR021W/YOL130W/YOR384W/YEL065W/YGR257C/YLR214W/YBR235W/YMR021C/YFL050C/YIR033W/YOR381W/YGL008C/YLR447C/YLR023C/YDR492W/YOL002C"
"GO:0006616","GO:0006616","SRP-dependent cotranslational protein targeting to membrane, translocation",13,0.750088470117288,1.89054641900116,0.00062569108394224,0.00647954938462884,0.00504270243952157,658,"tags=54%, list=10%, signal=48%","YER103W/YJL034W/YAL005C/YER019C-A/YDR086C/YLR378C/YLL024C"
"GO:0006839","GO:0006839","mitochondrial transport",84,0.458357578892775,1.73158524302187,0.000632180806591998,0.00650683659467862,0.00506393868181524,647,"tags=24%, list=10%, signal=22%","YER053C/YOR020C/YGR243W/YOR045W/YJR045C/YHR005C-A/YNL070W/YKL195W/YBL030C/YLR259C/YEL020W-A/YNL121C/YJR135W-A/YKR016W/YOR232W/YLR099W-A/YHR162W/YPL063W/YNR017W/YER154W"
"GO:0050821","GO:0050821","protein stabilization",13,0.746760738718122,1.88215910079707,0.000698351028380782,0.00714434264185915,0.00556007708720393,345,"tags=31%, list=5%, signal=29%","YMR186W/YDR258C/YPL240C/YLR259C"
"GO:1901606","GO:1901606","alpha-amino acid catabolic process",40,-0.539360114340074,-1.86599666183808,0.000724672414115435,0.00736895804233045,0.00573488378450262,739,"tags=40%, list=11%, signal=36%","YEL046C/YDL215C/YJR078W/YBR006W/YKL106W/YGL196W/YNL239W/YER043C/YHR037W/YFR055W/YLR044C/YLR231C/YLR134W/YCL064C/YLR142W/YGR087C"
"GO:0030258","GO:0030258","lipid modification",40,-0.538659591848871,-1.86357309992579,0.00073590742202731,0.00739411743084583,0.00575446405194288,1515,"tags=50%, list=23%, signal=39%","YJR110W/YNL106C/YJL134W/YLR284C/YNL009W/YOL065C/YAL051W/YOR175C/YOR109W/YIL002C/YPR128C/YDR284C/YLR189C/YJR019C/YKL212W/YEL020C/YOR363C/YNL087W/YKR009C/YGL205W"
"GO:0007033","GO:0007033","vacuole organization",111,-0.395202686394966,-1.67998080325774,0.000735564746444367,0.00739411743084583,0.00575446405194288,1146,"tags=33%, list=18%, signal=28%","YDR108W/YKL051W/YDR135C/YPL149W/YGL212W/YPL045W/YPL166W/YHR171W/YDL149W/YNL323W/YPL019C/YDL188C/YFR021W/YNL054W/YLL015W/YIL048W/YBR080C/YLR396C/YNL242W/YHL007C/YFL004W/YPL236C/YLR240W/YGR071C/YBR097W/YEL027W/YMR231W/YOR233W/YLR173W/YOR093C/YAL040C/YHL023C/YEL062W/YJR138W/YPR194C/YGR254W/YHR174W"
"GO:0007231","GO:0007231","osmosensory signaling pathway",15,-0.714653052447909,-1.91531088541776,0.000748043392287095,0.00742763085988598,0.00578054584256529,856,"tags=53%, list=13%, signal=46%","YDL235C/YLR362W/YDL073W/YCL032W/YHL007C/YIL147C/YNR031C/YDR420W"
"GO:0061077","GO:0061077","chaperone-mediated protein folding",33,0.590243872797018,1.87015502353313,0.00074759660849159,0.00742763085988598,0.00578054584256529,658,"tags=33%, list=10%, signal=30%","YER103W/YLL026W/YOR020C/YJL034W/YJR045C/YAL005C/YNL007C/YML028W/YFL016C/YNL135C/YLL024C"
"GO:1990822","GO:1990822","basic amino acid transmembrane transport",16,-0.687783869611177,-1.89626743758182,0.00078733955997186,0.00777210045165205,0.00604862893717994,1023,"tags=50%, list=16%, signal=42%","YKR105C/YOL092W/YDR352W/YIL088C/YDR119W/YEL063C/YMR088C/YGR125W"
"GO:0170034","GO:0170034","L-amino acid biosynthetic process",105,0.43298145018123,1.69155415332558,0.000825528784112206,0.0080855837077374,0.00629259694890014,1408,"tags=36%, list=22%, signal=29%","YKL001C/YPR167C/YLR303W/YKR069W/YMR009W/YIR017C/YNL277W/YFL018C/YLR438W/YNL037C/YER052C/YIL074C/YLL062C/YJL088W/YOR136W/YGR124W/YNL103W/YGR204W/YGL184C/YOL058W/YER055C/YCL009C/YOL140W/YHR033W/YLR027C/YNR050C/YDR354W/YOR303W/YER081W/YDR034C/YMR062C/YOR375C/YHR025W/YKL211C/YGL202W/YNL104C/YJL200C/YGL026C"
"GO:0098771","GO:0098771","inorganic ion homeostasis",113,-0.388806473369908,-1.65321809998786,0.000828676529288252,0.0080855837077374,0.00629259694890014,966,"tags=33%, list=15%, signal=28%","YDR376W/YDR107C/YER113C/YCR044C/YLL051C/YMR058W/YHL040C/YGL160W/YBR127C/YKL175W/YHR175W/YLR220W/YIL090W/YCL017C/YDR436W/YJR106W/YAL053W/YJL129C/YDR506C/YEL027W/YDL206W/YOL152W/YDR270W/YOL130W/YOR384W/YEL065W/YGR257C/YLR214W/YBR235W/YMR021C/YFL050C/YIR033W/YOR381W/YLR023C/YDR089W/YDR492W/YOL002C"
"GO:0009966","GO:0009966","regulation of signal transduction",124,-0.371087617260964,-1.60039362052829,0.00087721455334026,0.00846136094879062,0.00658504518838282,1761,"tags=45%, list=27%, signal=34%","YNL128W/YJR143C/YGL100W/YMR029C/YPL160W/YGL190C/YDR170C/YDR162C/YOL001W/YJL098W/YMR055C/YDL240W/YBL046W/YDL203C/YGR057C/YIL113W/YNL053W/YDR389W/YNL298W/YDR103W/YLR452C/YMR116C/YNL127W/YBL104C/YDL188C/YDR122W/YJR031C/YNL201C/YOR371C/YOL113W/YDR128W/YPR095C/YHR206W/YPL031C/YHL007C/YDR264C/YKR028W/YLR361C/YEL022W/YOR051C/YLR096W/YKL176C/YBR140C/YML121W/YHL023C/YER075C/YKL203C/YPL115C/YOL138C/YPL179W/YEL062W/YER155C/YAL056W/YJR138W/YGL008C/YGL253W"
"GO:0010646","GO:0010646","regulation of cell communication",124,-0.371087617260964,-1.60039362052829,0.00087721455334026,0.00846136094879062,0.00658504518838282,1761,"tags=45%, list=27%, signal=34%","YNL128W/YJR143C/YGL100W/YMR029C/YPL160W/YGL190C/YDR170C/YDR162C/YOL001W/YJL098W/YMR055C/YDL240W/YBL046W/YDL203C/YGR057C/YIL113W/YNL053W/YDR389W/YNL298W/YDR103W/YLR452C/YMR116C/YNL127W/YBL104C/YDL188C/YDR122W/YJR031C/YNL201C/YOR371C/YOL113W/YDR128W/YPR095C/YHR206W/YPL031C/YHL007C/YDR264C/YKR028W/YLR361C/YEL022W/YOR051C/YLR096W/YKL176C/YBR140C/YML121W/YHL023C/YER075C/YKL203C/YPL115C/YOL138C/YPL179W/YEL062W/YER155C/YAL056W/YJR138W/YGL008C/YGL253W"
"GO:0015804","GO:0015804","neutral amino acid transport",20,-0.670830712939879,-1.93965119151936,0.000890174287870407,0.00853758067002982,0.00664436310563558,692,"tags=45%, list=11%, signal=40%","YIL121W/YPR058W/YBR043C/YIL088C/YEL062W/YNL065W/YNL101W/YOR348C/YKR039W"
"GO:0044092","GO:0044092","negative regulation of molecular function",10,0.79590399834577,1.83729346007849,0.000925143692923005,0.00882283928618097,0.00686636532124835,912,"tags=60%, list=14%, signal=52%","YDL130W-A/YDL181W/YPR052C/YIL138C/YKL117W/YDR098C"
"GO:0072330","GO:0072330","monocarboxylic acid biosynthetic process",58,-0.461083319555127,-1.74893293441465,0.00100912616633029,0.00956969083576136,0.00744760174796095,388,"tags=40%, list=6%, signal=38%","YML081W/YBR159W/YOR221C/YER125W/YPR069C/YBR026C/YHR063C/YER061C/YDL015C/YNR016C/YPL280W/YMR207C/YHR067W/YOR391C/YPL231W/YIR033W/YEL071W/YMR272C/YKL182W/YJL196C/YMR170C/YPL095C/YGL055W"
"GO:0006367","GO:0006367","transcription initiation at RNA polymerase II promoter",70,0.471728802601137,1.71451402722805,0.00101785811147035,0.00959857258191032,0.00747007893628341,1278,"tags=40%, list=20%, signal=32%","YDR174W/YKL160W/YPR052C/YGL048C/YKL054C/YDR394W/YGL173C/YER159C/YMR039C/YJL140W/YBR049C/YDR167W/YGL207W/YPR025C/YOR259C/YOR194C/YMR227C/YBR198C/YDL005C/YBR245C/YNR010W/YEL009C/YDR145W/YOR117W/YGL025C/YMR112C/YGR186W/YER148W"
"GO:0170035","GO:0170035","L-amino acid catabolic process",33,-0.563971598700859,-1.87509146564045,0.00108633727613558,0.0101874295673158,0.00792835626091929,739,"tags=42%, list=11%, signal=38%","YEL046C/YDL215C/YJR078W/YBR006W/YKL106W/YER043C/YHR037W/YFR055W/YLR044C/YLR231C/YLR134W/YCL064C/YLR142W/YGR087C"
"GO:0043605","GO:0043605","amide catabolic process",12,-0.738462582527776,-1.88262724754725,0.00118463983150849,0.0110479117988195,0.00859802564537712,425,"tags=58%, list=7%, signal=55%","YLR351C/YIR028W/YIR027C/YDR242W/YIR023W/YIR031C/YBR208C"
"GO:0006144","GO:0006144","purine nucleobase metabolic process",21,-0.62702955370599,-1.84235114683999,0.0012288222028468,0.0113969883428868,0.00886969409573632,530,"tags=38%, list=8%, signal=35%","YJR133W/YDR399W/YJR105W/YIR028W/YIR027C/YDL238C/YIR031C/YNL141W"
"GO:0006995","GO:0006995","cellular response to nitrogen starvation",44,-0.490243308320885,-1.74199944572103,0.00130486318074574,0.0119707013537979,0.00931618563827621,1336,"tags=48%, list=21%, signal=38%","YDR074W/YNL267W/YMR297W/YPL149W/YLR305C/YPL166W/YHR171W/YOR330C/YLR312C/YLR053C/YML121W/YLR173W/YHL023C/YKL203C/YGL156W/YMR037C/YEL062W/YJR066W/YJR138W/YKL062W/YFL033C"
"GO:0043562","GO:0043562","cellular response to nitrogen levels",44,-0.490243308320885,-1.74199944572103,0.00130486318074574,0.0119707013537979,0.00931618563827621,1336,"tags=48%, list=21%, signal=38%","YDR074W/YNL267W/YMR297W/YPL149W/YLR305C/YPL166W/YHR171W/YOR330C/YLR312C/YLR053C/YML121W/YLR173W/YHL023C/YKL203C/YGL156W/YMR037C/YEL062W/YJR066W/YJR138W/YKL062W/YFL033C"
"GO:0009069","GO:0009069","serine family amino acid metabolic process",35,0.56123306291397,1.79941534913317,0.00132633775898503,0.0120195139220307,0.0093541739677565,644,"tags=37%, list=10%, signal=34%","YKL001C/YPR167C/YLR303W/YIR017C/YNL277W/YFL018C/YAL012W/YER052C/YIL074C/YNL103W/YGL184C/YNL135C/YAL044C"
"GO:0023051","GO:0023051","regulation of signaling",125,-0.367590420330427,-1.58606213048772,0.00131962652520114,0.0120195139220307,0.0093541739677565,766,"tags=45%, list=12%, signal=40%","YNL128W/YJR143C/YGL100W/YMR029C/YPL160W/YGL190C/YDR170C/YDR162C/YOL001W/YJL098W/YMR055C/YDL240W/YBL046W/YDL203C/YGR057C/YIL113W/YNL053W/YDR389W/YNL298W/YDR103W/YLR452C/YMR116C/YNL127W/YBL104C/YDL188C/YDR122W/YJR031C/YNL201C/YOR371C/YOL113W/YDR128W/YPR095C/YHR206W/YPL031C/YHL007C/YDR264C/YKR028W/YLR361C/YEL022W/YOR051C/YLR096W/YKL176C/YBR140C/YML121W/YHL023C/YER075C/YKL203C/YPL115C/YOL138C/YPL179W/YEL062W/YER155C/YAL056W/YJR138W/YGL008C/YGL253W"
"GO:0043412","GO:0043412","macromolecule modification",495,-0.268073064117887,-1.36178059158167,0.00133154567738136,0.0120195139220307,0.0093541739677565,1644,"tags=36%, list=25%, signal=29%","YGR227W/YML080W/YJL046W/YIL103W/YJL098W/YCR084C/YDR140W/YMR223W/YIL043C/YNL008C/YGL155W/YKR038C/YBL020W/YDR414C/YIL156W/YDR265W/YHR134W/YHR204W/YPL096W/YCR066W/YGR133W/YDL033C/YDR266C/YKR086W/YCR047C/YLR127C/YMR283C/YNR007C/YDR435C/YDR465C/YLR032W/YBR028C/YDR267C/YIR038C/YHR075C/YNL116W/YOR099W/YDL093W/YJL186W/YBL084C/YDL112W/YKL191W/YAR002W/YLR128W/YIL085C/YPL101W/YPL266W/YGL243W/YHR109W/YHR070W/YNL219C/YNL311C/YDR313C/YHR003C/YLR405W/YML019W/YJL183W/YOR251C/YOL141W/YDR103W/YOR021C/YKL034W/YLR368W/YOL117W/YER116C/YLR057W/YJL047C/YBL082C/YNL092W/YNL048W/YJR062C/YGR123C/YAL020C/YLL036C/YMR308C/YGL240W/YKR017C/YNL022C/YMR153W/YDL190C/YBR199W/YLR143W/YGR184C/YKL027W/YER125W/YDR459C/YLR445W/YBL067C/YMR119W/YJL149W/YHR171W/YML029W/YDL013W/YGL169W/YBR058C/YGL027C/YMR026C/YLR316C/YGL136C/YIL014W/YFR005C/YNR047W/YEL066W/YJL197W/YPL054W/YFL044C/YIL073C/YDR118W/YBR216C/YNR069C/YJL139C/YHL039W/YLR347C/YMR080C/YBR030W/YGR024C/YNR059W/YPR073C/YJR075W/YIL046W/YOL003C/YNL320W/YBL056W/YDR131C/YHR068W/YDL073W/YPR176C/YGL141W/YML068W/YMR275C/YDR483W/YOR006C/YPL084W/YLR224W/YCR008W/YMR013C/YFL009W/YOR336W/YOR371C/YCL017C/YLR097C/YJR036C/YNL172W/YOR090C/YMR259C/YDR264C/YKL019W/YKR028W/YER005W/YOR320C/YGR036C/YDL090C/YNL029C/YGL211W/YLR352W/YDR457W/YER049W/YGL257C/YMR304W/YLR246W/YGR003W/YOR002W/YAL040C/YLR384C/YPL150W/YKL203C/YPL183C/YOR067C/YJR061W/YGR052W/YMR247C/YJR066W/YIL071C/YOR274W/YLR024C/YCR032W"
"GO:1901657","GO:1901657","glycosyl compound metabolic process",28,-0.572643928334263,-1.80926445252198,0.00142340317168976,0.0127803433713421,0.00994628868011659,1322,"tags=39%, list=20%, signal=31%","YMR278W/YOL141W/YDR400W/YCL047C/YPL273W/YDR399W/YMR271C/YJR105W/YER043C/YNL129W/YOR047C"
"GO:0006614","GO:0006614","SRP-dependent cotranslational protein targeting to membrane",19,0.669957490081655,1.85108967212475,0.00145485333769233,0.0129936107620352,0.0101122638008356,658,"tags=42%, list=10%, signal=38%","YER103W/YJL034W/YAL005C/YER019C-A/YDR086C/YKL122C/YLR378C/YLL024C"
"GO:0006568","GO:0006568","L-tryptophan metabolic process",16,-0.668852862873744,-1.84407334984154,0.00154161813111003,0.013553392736009,0.0105479135286476,133,"tags=31%, list=2%, signal=31%","YJR078W/YLR044C/YLR231C/YLR134W/YGR087C"
"GO:0006586","GO:0006586","indolalkylamine metabolic process",16,-0.668852862873744,-1.84407334984154,0.00154161813111003,0.013553392736009,0.0105479135286476,133,"tags=31%, list=2%, signal=31%","YJR078W/YLR044C/YLR231C/YLR134W/YGR087C"
"GO:0042430","GO:0042430","indole-containing compound metabolic process",16,-0.668852862873744,-1.84407334984154,0.00154161813111003,0.013553392736009,0.0105479135286476,133,"tags=31%, list=2%, signal=31%","YJR078W/YLR044C/YLR231C/YLR134W/YGR087C"
"GO:0170038","GO:0170038","proteinogenic amino acid biosynthetic process",109,0.421947806062697,1.6529203928915,0.00165195470051108,0.0143737089405294,0.0111863237451863,1408,"tags=36%, list=22%, signal=28%","YKL001C/YPR167C/YLR303W/YKR069W/YMR009W/YIR017C/YNL277W/YFL018C/YLR438W/YNL037C/YER052C/YIL074C/YLL062C/YJL088W/YOR136W/YGR124W/YNL103W/YGR204W/YGL184C/YOL058W/YER055C/YCL009C/YOL140W/YHR033W/YLR027C/YNR050C/YDR354W/YOR303W/YER081W/YLR058C/YDR034C/YMR062C/YOR375C/YHR025W/YKL211C/YGL202W/YNL104C/YJL200C/YGL026C"
"GO:0006605","GO:0006605","protein targeting",226,0.357513342094972,1.52067588483231,0.0016510890247799,0.0143737089405294,0.0111863237451863,1404,"tags=31%, list=22%, signal=25%","YER103W/YOR020C/YJL034W/YPL240C/YHR193C/YOR045W/YJR045C/YHR005C-A/YOR027W/YAL005C/YNL070W/YKL195W/YKL073W/YPL037C/YER019C-A/YLR259C/YBL045C/YEL020W-A/YNL121C/YDR086C/YJR135W-A/YKL122C/YBR230C/YKL103C/YKR016W/YOR232W/YLR378C/YLR099W-A/YPL250C/YPL063W/YPR133W-A/YJR117W/YNR017W/YER154W/YLL024C/YLL042C/YPL154C/YHL002W/YML071C/YGR206W/YML055W/YER017C/YBR091C/YFL038C/YKL154W/YDL100C/YJL222W/YBR290W/YDL092W/YBR105C/YNL051W/YNL098C/YJL104W/YNR006W/YGR181W/YKR014C/YBL078C/YDR252W/YDR495C/YPL210C/YGR066C/YML105C/YOL026C/YPL098C/YDR200C/YKR065C/YLR008C/YIL022W/YPL195W"
"GO:0031667","GO:0031667","response to nutrient levels",170,-0.32914986788631,-1.49975569933631,0.00173071099016208,0.014981744366121,0.0116595266705656,1148,"tags=36%, list=18%, signal=31%","YDL171C/YDR074W/YNL025C/YNL267W/YNL298W/YJR136C/YGL195W/YCR009C/YMR297W/YPR138C/YPL149W/YLR228C/YER125W/YGR162W/YLR305C/YPL166W/YHR171W/YHL020C/YGR121C/YOR330C/YJL110C/YJL083W/YMR058W/YNL209W/YGL227W/YER129W/YBR239C/YOL113W/YDR128W/YHL007C/YLR240W/YLR312C/YLR053C/YDR506C/YGL035C/YBR097W/YOR062C/YCR081W/YKL048C/YJL056C/YDR517W/YML121W/YLR173W/YHL023C/YBL105C/YPL280W/YKL203C/YGR233C/YGL156W/YMR037C/YOR391C/YEL062W/YIL047C/YCR026C/YIR033W/YHR186C/YJR066W/YJR138W/YKL062W/YFL033C/YNL142W/YKR034W"
"GO:0046488","GO:0046488","phosphatidylinositol metabolic process",77,-0.423583208046273,-1.69620718739559,0.00176904589118443,0.0152354564506088,0.0118569778313543,1515,"tags=44%, list=23%, signal=34%","YJR110W/YNL106C/YPL076W/YPR113W/YJR013W/YDR287W/YNL267W/YJL062W/YOR149C/YPL175W/YOL065C/YLR386W/YBR042C/YFL025C/YLR305C/YLR088W/YLR459W/YDR072C/YIL039W/YDR434W/YCR044C/YLL031C/YOR109W/YNL054W/YIL002C/YDR017C/YLR240W/YGL142C/YHR046C/YBR029C/YKL212W/YNL087W/YCR017C/YCL052C"
"GO:0022613","GO:0022613","ribonucleoprotein complex biogenesis",480,0.306674658332384,1.39707607171362,0.00178648135990234,0.0153075154087063,0.0119130576391029,1835,"tags=36%, list=28%, signal=28%","YHR087W/YMR186W/YPL240C/YDR500C/YER131W/YGR285C/YLR192C/YKL032C/YLR293C/YDR447C/YLL046C/YLR204W/YIL052C/YDR432W/YPR169W/YKL009W/YLR185W/YGL078C/YBR189W/YGL173C/YGL189C/YNL244C/YJL136C/YJR014W/YDL208W/YJR113C/YLR167W/YNL147W/YDR429C/YLR387C/YOR185C/YMR230W/YFL017W-A/YBR279W/YPL237W/YLR325C/YER074W/YLR068W/YLR438C-A/YOR206W/YGR103W/YPR132W/YOR310C/YLR009W/YPR182W/YGR085C/YLR175W/YOR167C/YER146W/YER056C-A/YDL136W/YNL002C/YDL191W/YLR340W/YNL308C/YLR074C/YKL172W/YLR059C/YOR201C/YDL213C/YOR119C/YKR094C/YNR037C/YOL121C/YFR031C-A/YKL186C/YDR088C/YFR001W/YGL029W/YER112W/YIL063C/YDR299W/YNL302C/YJL148W/YER063W/YDR083W/YGR276C/YLR344W/YHR065C/YGR271C-A/YMR269W/YCR016W/YGL049C/YFL002C/YHR196W/YLR145W/YMR014W/YOR078W/YPR143W/YDL014W/YER002W/YNR054C/YBR152W/YPL239W/YNL113W/YDL031W/YDR060W/YGR251W/YPR094W/YHR088W/YNL110C/YMR143W/YDL083C/YKL074C/YOL144W/YPL146C/YDR064W/YHR081W/YJL041W/YIL137C/YOR293W/YBR257W/YKL006W/YNR024W/YOR369C/YPL043W/YAL035W/YIL070C/YHR034C/YDL148C/YDR361C/YGR280C/YNL096C/YHR072W-A/YDR025W/YDR159W/YPL183W-A/YEL054C/YGR095C/YBR154C/YML073C/YLR196W/YLR298C/YBL026W/YER082C/YHL015W/YDR339C/YMR240C/YDL166C/YGR006W/YDR156W/YNL178W/YKR057W/YLL008W/YML093W/YPR041W/YLR051C/YHR066W/YFL023W/YOR340C/YMR047C/YMR260C/YLR264W/YMR213W/YDR450W/YKL082C/YOL040C/YHR052W/YDR365C/YLL011W/YBR267W/YGL099W/YCL054W/YMR049C/YLR276C/YHL001W/YGR081C/YDR418W/YDR473C/YLR435W/YMR128W/YNL227C/YJR007W/YJR123W/YDL153C"
"GO:0006826","GO:0006826","iron ion transport",43,-0.50238378706406,-1.78393740258955,0.00180006356058328,0.0153459964154777,0.0119430054418285,787,"tags=49%, list=12%, signal=43%","YKR052C/YLR047C/YPL224C/YLR034C/YHR050W/YOR382W/YLL051C/YMR058W/YHL040C/YGL160W/YLR220W/YAL048C/YGR192C/YOR383C/YDR506C/YOL152W/YOR384W/YEL065W/YLR214W/YOR381W/YMR319C"
"GO:1990542","GO:1990542","mitochondrial transmembrane transport",63,0.481385564574734,1.72066725816567,0.00185170085710882,0.0157068896824105,0.0122238702442307,609,"tags=24%, list=9%, signal=22%","YER053C/YOR020C/YGR243W/YOR045W/YJR045C/YNL070W/YKL195W/YBL030C/YLR259C/YNL121C/YKR016W/YOR232W/YHR162W/YPL063W/YNR017W"
